     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/17/2010-07/23/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00071498,00001999,00000236,00000902,00000345,00021002,00041372,00000046,00008174,00004313,00000562,00001068,00000000,00001139,00005682,00000518,00000110,00000000,00000408,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00017689,00000474,00000043,00000133,00000038,00004428,00012971,00000009,00000443,00000863,00000056,00000403,00000000,00000090,00003999,00000080,00000061,00000000,00000129,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00002798,00000092,00000006,00000032,00000000,00001265,00001162,00000001,00000033,00000124,00000002,00000014,00000000,00000006,00000118,00000014,00000000,00000000,00000001,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00007304,00000205,00000016,00000094,00000000,00002386,00003649,00000007,00000053,00000244,00000005,00000036,00000000,00000001,00000353,00000017,00000001,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00007876,00000325,00000011,00000100,00000001,00002416,00004588,00000003,00000043,00000277,00000003,00000050,00000000,00000008,00000320,00000007,00000021,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00007757,00000242,00000023,00000087,00000000,00003159,00004528,00000007,00000108,00000369,00000003,00000071,00000000,00000005,00000501,00000012,00000008,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00005594,00000168,00000044,00000048,00000001,00002096,00002968,00000007,00000040,00000214,00000002,00000041,00000000,00000005,00000277,00000001,00000003,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00005035,00000147,00000014,00000047,00000004,00001689,00002181,00000008,00000054,00000169,00000000,00000051,00000000,00000010,00000212,00000010,00000002,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00004245,00000160,00000010,00000055,00000004,00001613,00002019,00000007,00000023,00000213,00000003,00000015,00000000,00000004,00000232,00000015,00000009,00000000,00000002,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00068545,00002169,00000321,00000949,00000174,00023988,00048292,00000052,00003560,00003774,00000211,00000487,00000000,00000222,00002932,00000326,00000237,00000000,00000640,00000000,00000000,00000000,                                                                                                                                        
