     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,01/15/2011-01/21/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00043851,00001299,00000199,00000653,00000331,00011391,00029332,00000033,00000000,00000042,00000415,00000830,00000000,00001043,00004933,00000460,00000120,00000000,00000282,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00014865,00000430,00000029,00000138,00000018,00003090,00009808,00000003,00000000,00000010,00000051,00000288,00000000,00000071,00003157,00000106,00000035,00000000,00000065,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003434,00000080,00000007,00000036,00000000,00001574,00001307,00000000,00000000,00000016,00000005,00000015,00000000,00000014,00000189,00000014,00000000,00000000,00000003,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008511,00000216,00000012,00000167,00000000,00002903,00003884,00000000,00000000,00000002,00000008,00000049,00000000,00000002,00000437,00000028,00000003,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009164,00000406,00000016,00000150,00000002,00003082,00005566,00000000,00000000,00000001,00000007,00000042,00000000,00000001,00000363,00000020,00000012,00000000,00000041,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009166,00000324,00000039,00000129,00000001,00004241,00005408,00000005,00000000,00000015,00000012,00000088,00000000,00000011,00000589,00000035,00000037,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006600,00000173,00000047,00000045,00000000,00002337,00003278,00000000,00000000,00000000,00000001,00000048,00000000,00000005,00000280,00000016,00000006,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006483,00000184,00000033,00000044,00000003,00002192,00002712,00000002,00000000,00000011,00000002,00000051,00000000,00000008,00000292,00000006,00000008,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005097,00000158,00000024,00000069,00000002,00002229,00002486,00000002,00000000,00000006,00000000,00000017,00000000,00000001,00000246,00000024,00000011,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00062335,00002513,00000278,00000943,00000107,00020288,00047618,00000026,00000000,00000058,00000154,00000446,00000000,00000256,00002849,00000451,00000282,00000000,00000530,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00220500,00006829,00000465,00001539,00000097,00025607,00077621,00000059,00000000,00000085,00000215,00002286,00000000,00000183,00005456,00001862,00000467,00000000,00000857,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00186534,00005709,00000438,00001431,00004206,00027423,00072581,00000040,00000000,00000121,00000521,00001918,00000000,00009134,00006664,00001869,00000497,00000000,00001018,00000000,00000000,00000000,                                                                                                                                        
