     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/18/2011-06/24/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00075898,00002237,00000295,00000818,00000295,00023199,00040297,00000000,00000000,00000000,00000489,00000949,00000000,00001071,00002415,00000728,00000197,00000000,00000630,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00019455,00000536,00000030,00000178,00000036,00004909,00014278,00000000,00000000,00000000,00000055,00000292,00000000,00000097,00000663,00000154,00000097,00000000,00000121,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003926,00000128,00000022,00000034,00000000,00001986,00001349,00000000,00000000,00000000,00000002,00000023,00000000,00000013,00000122,00000020,00000007,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00009051,00000305,00000024,00000123,00000003,00003566,00004276,00000000,00000000,00000000,00000003,00000052,00000000,00000003,00000218,00000035,00000014,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00010236,00000439,00000031,00000168,00000007,00003547,00005501,00000000,00000000,00000000,00000011,00000041,00000000,00000000,00000194,00000030,00000017,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00010639,00000476,00000056,00000151,00000003,00005414,00006305,00000000,00000000,00000000,00000012,00000093,00000000,00000007,00000214,00000038,00000036,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00007262,00000254,00000049,00000065,00000000,00002802,00003381,00000000,00000000,00000000,00000003,00000045,00000000,00000007,00000132,00000015,00000016,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006605,00000231,00000035,00000071,00000005,00002469,00002727,00000000,00000000,00000000,00000006,00000043,00000000,00000002,00000154,00000025,00000013,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005756,00000230,00000037,00000076,00000003,00002553,00002679,00000000,00000000,00000000,00000002,00000017,00000000,00000007,00000103,00000030,00000011,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00095958,00003193,00000350,00001106,00000144,00036329,00054485,00000000,00000000,00000000,00000212,00000498,00000000,00000211,00002047,00000666,00000392,00000000,00001209,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00233353,00008125,00000565,00001600,00000097,00031600,00075450,00000000,00000000,00000000,00000226,00002000,00000000,00000136,00002559,00002305,00000578,00000000,00001063,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00213223,00006891,00000588,00001678,00003854,00034442,00080197,00000000,00000000,00000000,00000594,00001614,00000000,00009177,00002888,00002567,00000640,00000000,00001448,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00053354,00001925,00000219,00000734,00000857,00012339,00035131,00000000,00000000,00000000,00000244,00000461,00000000,00003284,00000965,00000558,00000267,00000000,00000421,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00096541,00002622,00000203,00000614,00000711,00021558,00060547,00000000,00000000,00000000,00000414,00001150,00000000,00002540,00002640,00001163,00000528,00000000,00000583,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00071675,00002031,00000093,00000324,00000977,00010474,00029624,00000000,00000000,00000000,00000252,00001662,00000000,00002390,00002260,00001213,00000266,00000000,00000481,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00021313,00000859,00000052,00000183,00000072,00004809,00014419,00000000,00000000,00000000,00000077,00000353,00000000,00000196,00000610,00000291,00000126,00000000,00000166,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00103016,00004429,00000250,00000898,00000774,00017616,00060710,00000000,00000000,00000000,00000305,00001738,00000000,00002126,00002712,00001596,00000497,00000000,00000753,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00102301,00006517,00000780,00002889,00000026,00050009,00117498,00000000,00000000,00000000,00000114,00000510,00000000,00000100,00004243,00000436,00000306,00000000,00000384,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00035550,00001815,00000257,00001010,00000007,00016365,00032438,00000000,00000000,00000000,00000092,00000405,00000000,00000053,00002328,00000190,00000070,00000000,00000125,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00159584,00006135,00000395,00001373,00000685,00039671,00104924,00000000,00000000,00000000,00000615,00002769,00000000,00001222,00005067,00001648,00000750,00000000,00000778,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00099374,00003642,00000304,00001004,00000098,00027061,00081983,00000000,00000000,00000000,00000411,00001884,00000000,00000234,00004451,00001006,00000516,00000000,00000523,00000000,00000000,00000000,                                                                                                                                        
