     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,10/02/2010-10/08/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00055391,00001832,00000204,00000825,00000493,00016751,00037417,00000047,00003848,00002026,00000581,00001067,00000000,00001270,00005503,00000527,00000133,00000000,00000359,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00017858,00000529,00000037,00000192,00000036,00004022,00012688,00000008,00000389,00000735,00000082,00000416,00000000,00000094,00003850,00000100,00000056,00000000,00000105,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003722,00000104,00000011,00000035,00000000,00001620,00001511,00000001,00000022,00000199,00000001,00000010,00000000,00000013,00000202,00000015,00000005,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008494,00000286,00000012,00000120,00000000,00003171,00004854,00000004,00000051,00000299,00000003,00000047,00000000,00000006,00000503,00000014,00000005,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009629,00000422,00000029,00000147,00000007,00003136,00006217,00000002,00000049,00000323,00000009,00000062,00000000,00000009,00000362,00000013,00000022,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009835,00000358,00000045,00000138,00000001,00004728,00006406,00000007,00000095,00000501,00000008,00000089,00000000,00000014,00000634,00000018,00000014,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006695,00000249,00000048,00000062,00000004,00002527,00004021,00000008,00000049,00000194,00000002,00000048,00000000,00000005,00000295,00000000,00000005,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006418,00000220,00000041,00000062,00000009,00002306,00003020,00000006,00000044,00000229,00000002,00000060,00000000,00000015,00000259,00000004,00000008,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005331,00000189,00000019,00000085,00000010,00002447,00003016,00000008,00000051,00000303,00000000,00000022,00000000,00000000,00000236,00000014,00000007,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00066014,00002929,00000287,00000993,00000144,00023258,00050906,00000043,00002503,00003191,00000200,00000566,00000000,00000226,00002892,00000451,00000223,00000000,00000616,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00223192,00008195,00000446,00001653,00000108,00027552,00083135,00000111,00003494,00003736,00000207,00002708,00000000,00000206,00005948,00001801,00000419,00000000,00000918,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00200037,00007114,00000492,00001724,00005740,00030420,00087480,00000103,00003780,00004453,00000687,00002250,00000000,00011199,00007216,00001910,00000552,00000000,00001157,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00047225,00001688,00000176,00000571,00001353,00010358,00035325,00000030,00000965,00001562,00000318,00000558,00000000,00003807,00003587,00000396,00000170,00000000,00000352,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00089127,00002679,00000185,00000727,00001080,00019565,00064692,00000054,00002643,00002979,00000562,00001528,00000000,00002961,00008489,00000997,00000399,00000000,00000514,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00068325,00002342,00000073,00000359,00001565,00008488,00033116,00000019,00001087,00001112,00000312,00002005,00000000,00002990,00002503,00000884,00000191,00000000,00000428,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00019394,00000834,00000049,00000174,00000101,00004518,00015666,00000015,00000298,00000667,00000123,00000455,00000000,00000184,00000750,00000184,00000088,00000000,00000116,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00088090,00004306,00000159,00000883,00001049,00013494,00061128,00000048,00000994,00001820,00000327,00002184,00000000,00002460,00003029,00001066,00000341,00000000,00000545,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00091857,00006617,00000663,00002973,00000035,00043723,00126157,00000127,00001712,00003716,00000105,00000640,00000000,00000145,00006848,00000268,00000177,00000000,00000257,00000000,00000000,00000000,                                                                                                                                        
