     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/26/2010-07/02/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00075866,00002314,00000265,00001012,00000248,00020079,00042415,00000051,00007752,00002673,00000573,00001184,00000000,00001170,00005852,00000612,00000123,00000000,00000452,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00018076,00000545,00000039,00000159,00000031,00004234,00012589,00000012,00000473,00000686,00000057,00000455,00000000,00000089,00003813,00000090,00000069,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003614,00000093,00000005,00000050,00000001,00001470,00001366,00000009,00000031,00000179,00000002,00000016,00000000,00000006,00000171,00000011,00000000,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008581,00000235,00000017,00000116,00000000,00003136,00004604,00000004,00000076,00000274,00000005,00000055,00000000,00000004,00000449,00000015,00000001,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009836,00000391,00000027,00000125,00000001,00003112,00005779,00000002,00000079,00000386,00000002,00000084,00000000,00000013,00000388,00000010,00000018,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009571,00000330,00000032,00000122,00000000,00004089,00005514,00000003,00000121,00000411,00000010,00000081,00000000,00000015,00000571,00000008,00000009,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006936,00000178,00000053,00000064,00000004,00002516,00003686,00000009,00000064,00000185,00000006,00000058,00000000,00000005,00000304,00000004,00000004,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006297,00000191,00000023,00000060,00000003,00002020,00002748,00000008,00000052,00000208,00000004,00000047,00000000,00000014,00000233,00000009,00000009,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005272,00000168,00000021,00000068,00000008,00002137,00002664,00000007,00000068,00000198,00000001,00000023,00000000,00000004,00000247,00000020,00000009,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00070986,00002448,00000321,00000939,00000097,00023455,00047888,00000044,00003107,00003149,00000182,00000573,00000002,00000276,00002948,00000399,00000187,00000000,00000627,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00215093,00007535,00000435,00001626,00000066,00027604,00077971,00000089,00004650,00003387,00000179,00002416,00000000,00000182,00005839,00001578,00000345,00000000,00000826,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00194787,00006357,00000398,00001572,00003018,00027296,00079632,00000068,00004439,00004057,00000654,00002115,00000000,00010029,00006727,00001520,00000375,00000000,00001123,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00047403,00001746,00000160,00000658,00000655,00009710,00033723,00000039,00001175,00001477,00000301,00000529,00000000,00003626,00003351,00000392,00000179,00000000,00000313,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00090136,00002515,00000199,00000623,00000672,00018968,00063089,00000037,00003307,00003066,00000494,00001482,00000000,00002876,00008174,00000890,00000306,00000000,00000438,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00062419,00001762,00000049,00000301,00000892,00007975,00030477,00000017,00001544,00001197,00000286,00001743,00000000,00002731,00002292,00000715,00000125,00000000,00000374,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00018151,00000701,00000033,00000178,00000038,00004065,00014413,00000014,00000427,00000622,00000102,00000366,00000000,00000144,00000718,00000177,00000072,00000000,00000127,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00083582,00003594,00000160,00000788,00000572,00012539,00056426,00000029,00001226,00001914,00000319,00002081,00000000,00002244,00003086,00000958,00000290,00000000,00000508,00000000,00000000,00000000,                                                                                                                                        
