     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/16/2011-07/22/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00076496,00002011,00000269,00000832,00000361,00024095,00039754,00000000,00000000,00000000,00000478,00000841,00000000,00000948,00002304,00000671,00000188,00000000,00000586,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00019520,00000471,00000057,00000175,00000017,00004918,00014043,00000000,00000000,00000000,00000064,00000291,00000000,00000107,00000623,00000152,00000097,00000000,00000119,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003779,00000111,00000016,00000024,00000000,00001816,00001317,00000000,00000000,00000000,00000001,00000013,00000000,00000012,00000117,00000014,00000006,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00009289,00000266,00000036,00000115,00000003,00003451,00004131,00000000,00000000,00000000,00000001,00000050,00000000,00000000,00000244,00000019,00000009,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00010326,00000421,00000020,00000167,00000005,00003594,00005583,00000000,00000000,00000000,00000007,00000042,00000000,00000001,00000155,00000028,00000017,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00010493,00000381,00000054,00000139,00000003,00005101,00006073,00000000,00000000,00000000,00000001,00000086,00000000,00000011,00000197,00000030,00000022,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00007328,00000235,00000037,00000054,00000006,00003106,00003247,00000000,00000000,00000000,00000001,00000060,00000000,00000010,00000137,00000014,00000011,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006566,00000191,00000033,00000057,00000002,00002409,00002504,00000000,00000000,00000000,00000002,00000041,00000000,00000010,00000121,00000017,00000012,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005676,00000187,00000038,00000075,00000008,00002617,00002605,00000000,00000000,00000000,00000005,00000011,00000000,00000000,00000092,00000035,00000013,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00102569,00002913,00000353,00000980,00000148,00038396,00055305,00000000,00000000,00000000,00000234,00000495,00000000,00000210,00002062,00000682,00000411,00000000,00001276,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00231958,00007540,00000512,00001618,00000102,00032370,00073370,00000000,00000000,00000000,00000180,00001856,00000000,00000147,00002478,00002296,00000545,00000000,00001065,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00216228,00006268,00000521,00001507,00004691,00035844,00080366,00000000,00000001,00000000,00000557,00001712,00000000,00008523,00002902,00002645,00000634,00000000,00001469,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00053013,00001692,00000174,00000663,00001102,00013126,00035208,00000000,00000000,00000000,00000220,00000476,00000000,00003019,00000939,00000568,00000253,00000000,00000412,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00097195,00002254,00000160,00000605,00000795,00022469,00060519,00000000,00000000,00000000,00000413,00001130,00000000,00002434,00002457,00001167,00000456,00000000,00000622,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00072350,00001803,00000087,00000307,00001226,00011757,00030095,00000000,00000000,00000000,00000229,00001540,00000000,00002282,00002165,00001134,00000302,00000000,00000500,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00020678,00000742,00000050,00000158,00000075,00005129,00013992,00000000,00000000,00000000,00000083,00000335,00000000,00000179,00000666,00000295,00000114,00000000,00000162,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00100405,00003771,00000232,00000808,00000888,00018283,00059406,00000000,00000000,00000000,00000320,00001631,00000000,00002017,00002722,00001384,00000425,00000000,00000754,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00099603,00005915,00000766,00002733,00000023,00048694,00112783,00000000,00000000,00000000,00000075,00000442,00000000,00000074,00004130,00000359,00000261,00000000,00000424,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00035045,00001648,00000275,00000973,00000002,00016270,00030833,00000000,00000000,00000000,00000069,00000396,00000000,00000045,00002193,00000198,00000069,00000000,00000121,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00160289,00005735,00000394,00001328,00000745,00041721,00104156,00000000,00000000,00000000,00000530,00002710,00000000,00001187,00004821,00001693,00000779,00000000,00000933,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00099394,00003196,00000299,00000932,00000143,00029139,00080338,00000000,00000000,00000000,00000368,00001740,00000000,00000217,00004257,00001030,00000500,00000000,00000563,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00184794,00006308,00000675,00001941,00000786,00062697,00129945,00000000,00000000,00000000,00001546,00001862,00000000,00001339,00005528,00001173,00000674,00000000,00001120,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00155373,00004644,00000387,00001303,00000627,00032728,00087831,00000000,00000000,00000000,00000343,00001906,00000000,00001167,00003145,00001608,00000660,00000000,00000745,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00048894,00001576,00000283,00000548,00000321,00023729,00025408,00000000,00000001,00000000,00000036,00000141,00000000,00000638,00001376,00000214,00000088,00000000,00006047,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00069516,00001497,00000521,00001218,00000017,00044700,00042925,00000000,00000000,00000001,00000098,00000290,00000000,00000055,00003259,00000142,00000098,00000000,00000357,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00069246,00001803,00000091,00000433,00001852,00011231,00046286,00000000,00000000,00000000,00000195,00001142,00000000,00005566,00002147,00001016,00000366,00000000,00000348,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00056959,00002105,00000180,00000678,00000441,00016054,00042307,00000000,00000000,00000000,00000184,00000541,00000000,00001319,00002315,00000531,00000306,00000000,00000396,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00157977,00004102,00000314,00001198,00001257,00029551,00082937,00000000,00000000,00000000,00001181,00001637,00000000,00002882,00002321,00001646,00000763,00000000,00000992,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00051350,00001710,00000144,00000528,00000617,00012304,00034387,00000000,00000000,00000000,00000159,00000615,00000000,00001905,00001042,00000547,00000286,00000000,00000226,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00103620,00003743,00000290,00000811,00001997,00024288,00043703,00000000,00000000,00000000,00000317,00000969,00000000,00004948,00002478,00001404,00000291,00000000,00000441,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00088319,00002752,00000224,00000726,00000139,00021542,00070910,00000000,00000000,00000000,00000332,00001406,00000000,00000196,00002875,00001007,00000413,00000000,00000383,00000000,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00217608,00004778,00000501,00001452,00000700,00080338,00105080,00000000,00000000,00000000,00000680,00001272,00000000,00000941,00004447,00001359,00000634,00000000,00001765,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00016965,00000961,00000107,00000330,00000024,00008905,00015806,00000000,00000000,00000000,00000037,00000077,00000000,00000038,00000628,00000142,00000083,00000000,00000150,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00059076,00002960,00000323,00000842,00000116,00021414,00043927,00000000,00000000,00000000,00000105,00000176,00000000,00000312,00001598,00000515,00000372,00000000,00000258,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00013730,00000788,00000109,00000246,00000000,00007152,00006956,00000000,00000000,00000000,00000010,00000056,00000000,00000001,00000556,00000010,00000030,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00011194,00000494,00000121,00000265,00000005,00010325,00008201,00000000,00000000,00000000,00000013,00000040,00000000,00000013,00000520,00000017,00000026,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00004766,00000215,00000032,00000094,00000002,00001835,00002878,00000000,00000000,00000000,00000003,00000015,00000000,00000002,00000119,00000031,00000043,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00013289,00000548,00000093,00000194,00000046,00007076,00007752,00000000,00000000,00000000,00000019,00000054,00000000,00000070,00000582,00000098,00000034,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00018650,00001105,00000142,00000410,00000005,00009289,00012976,00000000,00000000,00000000,00000121,00000100,00000000,00000011,00000636,00000108,00000043,00000000,00000078,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00052783,00002056,00000233,00000493,00000615,00015868,00034665,00000000,00000000,00000000,00001733,00000657,00000000,00002032,00002050,00000587,00000199,00000000,00000297,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00016370,00000406,00000060,00000123,00000106,00007487,00006590,00000000,00000000,00000000,00000109,00000134,00000000,00000316,00000290,00000133,00000044,00000000,00000177,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00060039,00001715,00000111,00000364,00000757,00012319,00044076,00000000,00000000,00000000,00000729,00000897,00000000,00002732,00001415,00000796,00000409,00000000,00000361,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00090816,00003673,00000251,00001225,00000507,00025741,00061405,00000000,00000000,00000000,00000541,00000779,00000000,00001397,00001918,00000860,00000574,00000000,00000552,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00077677,00002432,00000091,00000374,00002168,00008733,00027895,00000000,00000000,00000000,00000186,00000764,00000000,00003930,00001141,00001348,00000250,00000000,00000277,00000000,00000000,00000000,                                                                                                                                        
R046,42ND STREET & GRAND CENTRAL   ,00227370,00006223,00000371,00001088,00003389,00042424,00105971,00000000,00000000,00000000,00000752,00002244,00000000,00007625,00004381,00002709,00000843,00000000,00001383,00000000,00000000,00000000,                                                                                                                                        
R047,42ND STREET & GRAND CENTRAL   ,00107402,00003563,00000199,00000694,00001408,00023764,00074742,00000000,00000000,00000000,00000586,00001581,00000000,00004249,00004451,00001502,00000530,00000000,00000431,00000000,00000000,00000000,                                                                                                                                        
R048,42ND STREET & 3RD AVENUE      ,00031516,00000947,00000033,00000179,00000441,00005268,00019941,00000000,00000000,00000000,00000062,00000488,00000000,00000855,00001211,00000411,00000107,00000000,00000120,00000000,00000000,00000000,                                                                                                                                        
R049,51ST STREET & LEXINGTON AVE   ,00063519,00002186,00000158,00000453,00000121,00019010,00043276,00000000,00000000,00000000,00000324,00000957,00000000,00000253,00002667,00000700,00000337,00000000,00000523,00000000,00000000,00000000,                                                                                                                                        
R050,59TH STREET & LEXINGTON AVE   ,00067357,00002745,00000212,00000663,00000295,00020317,00051838,00000000,00000000,00000000,00000293,00000894,00000000,00000793,00002319,00000797,00000323,00000000,00000425,00000000,00000000,00000000,                                                                                                                                        
R051,59TH STREET & LEXINGTON AVE   ,00087068,00003515,00000289,00000867,00000230,00031227,00071772,00000000,00000000,00000000,00000314,00000833,00000000,00000596,00003375,00000945,00000410,00000000,00000510,00000000,00000000,00000000,                                                                                                                                        
R052,WOODLAWN ROAD                 ,00014218,00000732,00000171,00000347,00000005,00008675,00008290,00000000,00000000,00000000,00000038,00000074,00000000,00000016,00000629,00000050,00000012,00000000,00000031,00000000,00000000,00000000,                                                                                                                                        
R053,149TH STREET & 3RD AVENUE     ,00037202,00001216,00000304,00000678,00000000,00027762,00020090,00000000,00000000,00000000,00000033,00000128,00000000,00000019,00002080,00000051,00000038,00000000,00000137,00000000,00000000,00000000,                                                                                                                                        
R054,FIFTH AVENUE & 42ND STREET    ,00029882,00001075,00000061,00000297,00000144,00008099,00021513,00000000,00000000,00000000,00000144,00000411,00000000,00000164,00000753,00000303,00000135,00000000,00000155,00000000,00000000,00000000,                                                                                                                                        
R055,MAIN STREET                   ,00100967,00006457,00000594,00003944,00000013,00040431,00120648,00000000,00000000,00000000,00000207,00000578,00000000,00000105,00003183,00000390,00000180,00000000,00000338,00000000,00000000,00000000,                                                                                                                                        
R056,NEVINS STREET                 ,00025077,00001400,00000234,00000471,00000019,00012437,00016473,00000000,00000000,00000000,00000074,00000085,00000000,00000064,00000931,00000107,00000068,00000000,00000123,00000000,00000000,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00083546,00003208,00000465,00001145,00002034,00028106,00058395,00000000,00000000,00000000,00000189,00000531,00000000,00005215,00002356,00000728,00000475,00000000,00000448,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00008069,00000321,00000033,00000100,00000006,00002460,00008508,00000000,00000000,00000000,00000006,00000110,00000000,00000024,00000396,00000078,00000066,00000000,00000054,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00016203,00001186,00000085,00000327,00000002,00004165,00015490,00000000,00000000,00000000,00000011,00000259,00000000,00000030,00000801,00000165,00000122,00000000,00000087,00000000,00000000,00000000,                                                                                                                                        
R060,EASTERN PARKWAY               ,00009476,00000664,00000093,00000181,00000003,00003816,00009318,00000000,00000000,00000000,00000028,00000093,00000000,00000014,00000548,00000052,00000062,00000000,00000077,00000000,00000000,00000000,                                                                                                                                        
R061,NOSTRAND AVENUE               ,00009100,00000423,00000100,00000123,00000000,00005363,00006018,00000000,00000000,00000000,00000007,00000040,00000000,00000008,00000355,00000025,00000034,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R062,UTICA AVENUE                  ,00054634,00002169,00000447,00001221,00000002,00034890,00034131,00000000,00000000,00000000,00000068,00000268,00000000,00000047,00002601,00000083,00000233,00000000,00000201,00000000,00000000,00000000,                                                                                                                                        
R063,SUTTER AVENUE                 ,00019527,00000630,00000143,00000266,00000005,00009996,00007578,00000000,00000000,00000000,00000005,00000053,00000000,00000014,00000629,00000019,00000032,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R064,SARATOGA AVENUE               ,00015742,00000422,00000067,00000188,00000003,00007199,00006055,00000000,00000000,00000000,00000012,00000043,00000000,00000015,00000478,00000017,00000052,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R065,ROCKAWAY AVENUE               ,00014800,00000559,00000172,00000175,00000000,00007618,00005341,00000000,00000000,00000000,00000009,00000015,00000000,00000012,00000409,00000005,00000018,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R066,JUNIUS STREET                 ,00005353,00000352,00000041,00000064,00000000,00003362,00002217,00000000,00000000,00000000,00000011,00000021,00000000,00000000,00000120,00000008,00000015,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
