     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,10/16/2010-10/22/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R014,FULTON STREET                 ,00088916,00002655,00000172,00000656,00000841,00019597,00064553,00000039,00002657,00002996,00000525,00001406,00000000,00002930,00008339,00000985,00000404,00000000,00000551,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00063233,00002036,00000047,00000304,00001218,00007919,00031044,00000026,00000852,00001088,00000257,00001831,00000000,00002968,00002392,00000909,00000213,00000000,00000357,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00021937,00000932,00000061,00000208,00000067,00005315,00016793,00000020,00000434,00000817,00000099,00000468,00000000,00000167,00000773,00000211,00000095,00000000,00000193,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00081240,00003822,00000147,00000764,00000750,00011891,00056089,00000060,00000701,00001738,00000280,00001966,00000000,00002473,00002931,00001068,00000319,00000000,00000449,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00093774,00006576,00000725,00003028,00000023,00045158,00126534,00000123,00001708,00003899,00000094,00000574,00000000,00000144,00006915,00000271,00000189,00000000,00000280,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00032839,00001810,00000205,00000970,00000010,00015296,00035848,00000061,00000511,00002102,00000103,00000468,00000001,00000059,00004860,00000121,00000035,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00146606,00006274,00000361,00001513,00000735,00034801,00113284,00000077,00004290,00004454,00000684,00003315,00000000,00001505,00006002,00001251,00000576,00000000,00000862,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00087669,00003757,00000241,00001075,00000098,00022540,00086495,00000064,00001840,00003783,00000500,00002089,00000000,00000316,00005104,00000668,00000423,00000000,00000411,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00181486,00007588,00000595,00002268,00000853,00056888,00151232,00000139,00006750,00008038,00001954,00002484,00000000,00001883,00009002,00000976,00000547,00000000,00000946,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00149405,00005249,00000433,00001461,00000577,00028989,00101775,00000098,00002491,00003641,00000395,00002463,00000000,00001625,00005071,00001102,00000605,00000000,00000689,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00044790,00001484,00000187,00000633,00000328,00020981,00025916,00000032,00001192,00002704,00000060,00000180,00000000,00000882,00003330,00000136,00000065,00000000,00005294,00000000,00000001,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00062646,00001623,00000410,00001351,00000018,00040903,00049411,00000100,00001231,00007388,00000138,00000344,00000000,00000054,00010254,00000107,00000067,00000000,00000183,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00062040,00001933,00000093,00000518,00001748,00008775,00048116,00000023,00001044,00001468,00000242,00001310,00000000,00007160,00004240,00000737,00000247,00000000,00000298,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00045444,00002126,00000130,00000599,00000425,00011455,00037837,00000043,00001243,00001781,00000163,00000766,00000000,00001590,00013282,00000368,00000238,00000000,00000240,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00145523,00004945,00000372,00001188,00001132,00028501,00088964,00000076,00004512,00004688,00001562,00001995,00000000,00003757,00017152,00001174,00000440,00000000,00001078,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00054873,00002222,00000143,00000666,00000685,00014793,00048324,00000046,00001238,00002425,00000232,00000808,00000000,00002223,00005143,00000499,00000193,00000000,00000245,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00101239,00004328,00000289,00000894,00002080,00021211,00048528,00000062,00002342,00003016,00000405,00001241,00000000,00006516,00004477,00001169,00000302,00000000,00000435,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00080058,00002921,00000236,00000911,00000155,00018400,00076659,00000045,00001353,00002529,00000374,00001540,00000000,00000311,00003415,00000744,00000350,00000000,00000314,00000000,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00183959,00006038,00000421,00001591,00000613,00066254,00111435,00000092,00012295,00008098,00000834,00001685,00000000,00001235,00006678,00001140,00000499,00000000,00001576,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00015362,00001018,00000121,00000311,00000020,00006402,00015840,00000013,00000356,00001057,00000041,00000125,00000000,00000040,00001239,00000114,00000040,00000000,00000128,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00056899,00003316,00000326,00000914,00000135,00019905,00053531,00000052,00000775,00002964,00000141,00000226,00000000,00000362,00003377,00000431,00000317,00000000,00000266,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00011114,00000654,00000077,00000217,00000000,00005942,00007260,00000014,00000104,00000734,00000013,00000031,00000000,00000012,00000992,00000004,00000012,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00007790,00000395,00000073,00000177,00000003,00007130,00007834,00000012,00000149,00000723,00000012,00000038,00000000,00000010,00000930,00000013,00000011,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00003946,00000208,00000020,00000077,00000000,00001278,00002620,00000000,00000087,00000156,00000001,00000015,00000000,00000007,00000441,00000025,00000022,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00009455,00000444,00000064,00000170,00000062,00004334,00006992,00000015,00000130,00000756,00000012,00000033,00000000,00000083,00000945,00000072,00000031,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00013003,00000942,00000115,00000369,00000003,00006312,00011973,00000024,00000165,00000800,00000093,00000142,00000000,00000018,00001442,00000088,00000015,00000000,00000031,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00045054,00002234,00000191,00000557,00000546,00013560,00033985,00000047,00001655,00002051,00002351,00000860,00000000,00002379,00007082,00000411,00000171,00000000,00000245,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00011916,00000332,00000042,00000154,00000096,00006400,00006159,00000003,00002046,00000704,00000192,00000153,00000000,00000415,00000911,00000086,00000030,00000000,00000114,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00055768,00002294,00000102,00000436,00000870,00010451,00048019,00000015,00001552,00001595,00001087,00001049,00000000,00003281,00003286,00000667,00000282,00000000,00000364,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00091522,00004489,00000249,00001261,00000476,00024672,00064084,00000080,00003440,00003637,00000673,00000939,00000000,00001639,00020766,00000741,00000356,00000000,00000539,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00074080,00002814,00000101,00000404,00001954,00007687,00031024,00000011,00001274,00001159,00000255,00001137,00000000,00004865,00001491,00001037,00000228,00000000,00000234,00000000,00000000,00000000,                                                                                                                                        
R046,42ND STREET & GRAND CENTRAL   ,00204929,00007360,00000289,00001220,00003311,00035689,00114948,00000115,00005821,00004853,00000957,00002839,00000000,00009163,00006806,00002212,00000831,00000000,00001170,00000000,00000000,00000000,                                                                                                                                        
R047,42ND STREET & GRAND CENTRAL   ,00100682,00004019,00000213,00000840,00001398,00019437,00084540,00000042,00001173,00003325,00000733,00002214,00000000,00005117,00005732,00001380,00000485,00000000,00000380,00000000,00000000,00000000,                                                                                                                                        
R048,42ND STREET & 3RD AVENUE      ,00029931,00000956,00000024,00000219,00000498,00004908,00022427,00000006,00000300,00000585,00000079,00000589,00000000,00001059,00001380,00000316,00000075,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R049,51ST STREET & LEXINGTON AVE   ,00059832,00002916,00000175,00000567,00000130,00015752,00047411,00000018,00001768,00001783,00000410,00001350,00000000,00000365,00003319,00000579,00000343,00000000,00000436,00000000,00000000,00000000,                                                                                                                                        
R050,59TH STREET & LEXINGTON AVE   ,00066232,00003283,00000176,00000744,00000258,00019123,00060573,00000030,00001929,00002859,00000465,00001053,00000000,00000926,00003554,00000708,00000267,00000000,00000364,00000000,00000000,00000000,                                                                                                                                        
R051,59TH STREET & LEXINGTON AVE   ,00081916,00004434,00000243,00001021,00000174,00027267,00077859,00000057,00001888,00004254,00000395,00001036,00000000,00000765,00004945,00000748,00000376,00000000,00000333,00000000,00000000,00000000,                                                                                                                                        
R052,WOODLAWN ROAD                 ,00012739,00000709,00000137,00000347,00000003,00007327,00009059,00000025,00000204,00001092,00000030,00000066,00000000,00000022,00001097,00000061,00000008,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R053,149TH STREET & 3RD AVENUE     ,00042339,00001597,00000345,00000918,00000005,00032857,00026567,00000105,00000753,00004848,00000064,00000167,00000000,00000034,00005973,00000030,00000038,00000000,00000070,00000000,00000000,00000000,                                                                                                                                        
R054,FIFTH AVENUE & 42ND STREET    ,00027233,00001253,00000065,00000298,00000155,00006424,00023806,00000005,00000552,00000882,00000165,00000521,00000000,00000207,00000979,00000265,00000095,00000000,00000122,00000000,00000000,00000000,                                                                                                                                        
R055,MAIN STREET                   ,00084060,00006308,00000415,00003852,00000024,00034402,00130636,00000086,00001721,00003149,00000195,00000603,00000000,00000125,00005894,00000236,00000129,00000000,00000215,00000000,00000000,00000000,                                                                                                                                        
R056,NEVINS STREET                 ,00026215,00001470,00000211,00000511,00000007,00012620,00018509,00000066,00000480,00002063,00000080,00000117,00000000,00000086,00003962,00000094,00000057,00000000,00000101,00000000,00000000,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00077980,00003429,00000296,00001144,00002075,00024210,00061696,00000090,00001149,00004306,00000212,00000612,00000000,00006406,00007650,00000523,00000297,00000000,00000418,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00008704,00000465,00000066,00000136,00000001,00002718,00010880,00000008,00000110,00000537,00000004,00000129,00000000,00000010,00001308,00000084,00000068,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00017170,00001689,00000108,00000384,00000001,00003765,00018843,00000015,00000180,00000682,00000014,00000280,00000000,00000043,00002329,00000179,00000101,00000000,00000083,00000000,00000000,00000000,                                                                                                                                        
R060,EASTERN PARKWAY               ,00009402,00000771,00000093,00000193,00000006,00003351,00011462,00000021,00000145,00000590,00000028,00000084,00000000,00000025,00001339,00000065,00000079,00000000,00000068,00000000,00000000,00000000,                                                                                                                                        
R061,NOSTRAND AVENUE               ,00008186,00000471,00000078,00000129,00000000,00004767,00006133,00000024,00000126,00000956,00000009,00000043,00000000,00000001,00001102,00000012,00000013,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R062,UTICA AVENUE                  ,00049245,00002194,00000410,00001314,00000006,00032736,00037203,00000135,00000788,00005460,00000073,00000312,00000000,00000054,00008027,00000059,00000081,00000000,00000127,00000000,00000000,00000000,                                                                                                                                        
R063,SUTTER AVENUE                 ,00016774,00000538,00000098,00000259,00000000,00009653,00008074,00000026,00000210,00001564,00000010,00000060,00000000,00000020,00001914,00000024,00000011,00000000,00000041,00000000,00000000,00000000,                                                                                                                                        
R064,SARATOGA AVENUE               ,00013120,00000408,00000085,00000172,00000001,00006741,00006339,00000015,00000164,00001165,00000014,00000078,00000000,00000005,00001331,00000020,00000023,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R065,ROCKWAY AVENUE                ,00012901,00000570,00000126,00000184,00000000,00006949,00005205,00000025,00000159,00001301,00000019,00000040,00000000,00000010,00001813,00000005,00000002,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R066,JUNIUS STREET                 ,00004730,00000270,00000019,00000068,00000000,00002902,00002274,00000019,00000062,00000551,00000002,00000017,00000000,00000000,00000597,00000013,00000011,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R067,PENNSYLVANIA AVENUE           ,00011984,00000448,00000117,00000181,00000000,00007240,00005851,00000055,00000153,00001287,00000016,00000049,00000000,00000008,00001482,00000006,00000005,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R068,VAN SICLEN AVENUE             ,00007504,00000227,00000037,00000079,00000000,00004056,00003635,00000004,00000089,00000809,00000011,00000018,00000000,00000007,00001085,00000008,00000005,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R069,NEW LOTS AVENUE               ,00011806,00000496,00000114,00000232,00000002,00007720,00006377,00000011,00000166,00001552,00000010,00000026,00000000,00000003,00001780,00000005,00000019,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R070,ST GEORGE TERMINAL            ,00033098,00001305,00000058,00000320,00000000,00003291,00010917,00000004,00000310,00000447,00000306,00001350,00000000,00000006,00002338,00000474,00000028,00000000,00000084,00000000,00000000,00000000,                                                                                                                                        
R079,FIFTH AVENUE & 60TH STREET    ,00046774,00002064,00000133,00000453,00000245,00012798,00035488,00000022,00002212,00001414,00000379,00000922,00000000,00000730,00002893,00000410,00000154,00000000,00000261,00000000,00000000,00000000,                                                                                                                                        
R080,57TH STREET & 7TH AVENUE      ,00066331,00004317,00000154,00001007,00000175,00019948,00067978,00000039,00001835,00002480,00000366,00001079,00000000,00000501,00004355,00000569,00000284,00000000,00000422,00000000,00000000,00000000,                                                                                                                                        
R081,49TH STREET & 7TH AVENUE      ,00062921,00002322,00000196,00000768,00000083,00020004,00058855,00000052,00003393,00002099,00000374,00001057,00000000,00000226,00002801,00000493,00000295,00000000,00000471,00000000,00000000,00000000,                                                                                                                                        
R082,28TH STREET & BROADWAY        ,00022306,00000856,00000112,00000309,00000014,00007411,00022875,00000013,00000762,00000719,00000108,00000320,00000000,00000057,00000855,00000167,00000081,00000000,00000143,00000000,00000000,00000000,                                                                                                                                        
R083,23RD STREET & 5TH AVENUE      ,00047190,00001837,00000110,00000548,00000153,00012012,00049866,00000016,00001341,00001748,00000697,00000909,00000000,00000271,00002129,00000454,00000222,00000000,00000368,00000000,00000000,00000000,                                                                                                                                        
R084,59TH STREET/COLUMBUS CIRCLE   ,00175471,00008781,00000487,00002361,00000766,00049648,00148164,00000123,00004698,00008241,00000532,00001820,00000000,00002130,00009675,00001825,00000799,00000000,00001272,00000000,00000000,00000000,                                                                                                                                        
R085,8TH STREET & BROADWAY         ,00037254,00001800,00000119,00000428,00000113,00008977,00041237,00000017,00001115,00001363,00000203,00000509,00000000,00000323,00001314,00000330,00000222,00000000,00000307,00000000,00000000,00000000,                                                                                                                                        
R086,PRINCE STREET & BROADWAY      ,00034127,00001018,00000064,00000265,00000040,00011825,00030951,00000013,00001892,00001679,00000165,00000269,00000000,00000174,00001131,00000238,00000136,00000000,00000323,00000000,00000000,00000000,                                                                                                                                        
R087,CITY HALL                     ,00022948,00001280,00000100,00000293,00000015,00004783,00019040,00000006,00000761,00000718,00000287,00000427,00000000,00000096,00003832,00000149,00000094,00000000,00000132,00000000,00000000,00000000,                                                                                                                                        
R088,CORTLANDT STREET              ,00010038,00000178,00000016,00000061,00000007,00004609,00004741,00000006,00001939,00000326,00000089,00000079,00000000,00000045,00000297,00000069,00000016,00000000,00000120,00000000,00000000,00000000,                                                                                                                                        
R089,JAY ST-METROTECH              ,00011859,00000542,00000062,00000145,00000021,00002674,00011239,00000003,00000119,00000492,00000135,00000151,00000000,00000093,00002063,00000082,00000031,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R090,39TH AVENUE & 31ST STREET     ,00007405,00000318,00000035,00000097,00000008,00003886,00004348,00000002,00000322,00000419,00000016,00000040,00000000,00000007,00001015,00000012,00000016,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R091,36TH AVENUE & 31ST STREET     ,00015603,00000692,00000062,00000245,00000005,00005833,00019767,00000002,00000134,00000744,00000017,00000145,00000000,00000039,00000934,00000054,00000048,00000000,00000043,00000000,00000000,00000000,                                                                                                                                        
R092,BROADWAY & 31ST STREET        ,00025257,00001529,00000088,00000394,00000006,00007385,00036959,00000013,00000276,00001149,00000024,00000171,00000000,00000035,00001846,00000091,00000124,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R093,30TH AVENUE & 31ST STREET     ,00028189,00001296,00000110,00000420,00000012,00010031,00040539,00000016,00000409,00001389,00000024,00000216,00000000,00000050,00001969,00000138,00000119,00000000,00000101,00000000,00000000,00000000,                                                                                                                                        
R094,ASTORIA BLVD & 31ST STREET    ,00024301,00000935,00000095,00000303,00000009,00008019,00031830,00000008,00000560,00001071,00000038,00000209,00000000,00000018,00001587,00000141,00000128,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R095,DITMARS BLVD & 31ST STREET    ,00034617,00001547,00000111,00000374,00000008,00008887,00045347,00000041,00000374,00001189,00000039,00000396,00000000,00000024,00002374,00000179,00000185,00000000,00000104,00000000,00000000,00000000,                                                                                                                                        
R096,82ND STREET-JACKSON HEIGHTS   ,00034458,00002491,00000241,00000706,00000011,00018085,00026874,00000029,00000961,00000968,00000041,00000181,00000000,00000036,00001502,00000070,00000034,00000000,00000070,00000000,00000000,00000000,                                                                                                                                        
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00061614,00001400,00000181,00000467,00000017,00030954,00030716,00000028,00000744,00001236,00000025,00000171,00000000,00000005,00001545,00000052,00000030,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R098,CHURCH AVENUE                 ,00030075,00001418,00000284,00000767,00000006,00017724,00024374,00000057,00000350,00002339,00000027,00000142,00000000,00000013,00003052,00000051,00000093,00000000,00000099,00000000,00000000,00000000,                                                                                                                                        
R099,DEKALB AVENUE                 ,00034518,00001534,00000219,00000718,00000024,00011599,00036064,00000056,00000491,00001936,00000100,00000324,00000000,00000090,00003689,00000208,00000184,00000000,00000163,00000000,00000000,00000000,                                                                                                                                        
R100,METROPOLITAN AVENUE           ,00006273,00000242,00000020,00000131,00000001,00002242,00004530,00000005,00000036,00000247,00000008,00000074,00000000,00000004,00000820,00000051,00000006,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R101,145TH STREET                  ,00042104,00001414,00000287,00000898,00000023,00026025,00049571,00000070,00000802,00004167,00000051,00000155,00000000,00000079,00004791,00000123,00000141,00000000,00000155,00000000,00000000,00000000,                                                                                                                                        
R102,125TH STREET                  ,00051892,00002251,00000571,00001283,00000029,00030824,00047413,00000071,00001373,00005249,00000088,00000213,00000000,00000148,00006098,00000207,00000221,00000000,00000189,00000000,00000000,00000000,                                                                                                                                        
R103,BROADWAY-EAST NEW YORK        ,00016971,00000454,00000134,00000304,00000009,00010886,00008647,00000034,00000322,00001907,00000019,00000049,00000000,00000025,00002738,00000021,00000016,00000000,00000057,00000000,00000000,00000000,                                                                                                                                        
R104,167TH ST-GRAND CONCOURSE      ,00019036,00000633,00000121,00000301,00000001,00013388,00013075,00000031,00000213,00001647,00000012,00000069,00000000,00000002,00001685,00000014,00000026,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R105,14TH STREET & 7TH AVENUE      ,00056534,00004638,00000315,00001287,00000153,00017357,00054081,00000078,00001307,00002793,00000199,00000634,00000000,00000439,00004031,00000497,00000210,00000000,00000463,00000000,00000000,00000000,                                                                                                                                        
R106,CASTLE HILL AVENUE            ,00015594,00000650,00000133,00000284,00000006,00008406,00010979,00000019,00000191,00001270,00000065,00000109,00000000,00000012,00001815,00000053,00000019,00000000,00000049,00000000,00000001,00000000,                                                                                                                                        
R107,WESTCHESTER SQUARE            ,00009946,00000416,00000092,00000255,00000005,00005807,00007775,00000012,00000157,00001030,00000103,00000038,00000000,00000005,00001399,00000042,00000018,00000000,00000047,00000000,00000000,00000000,                                                                                                                                        
R108,BOROUGH HALL - COURT STREET   ,00091841,00006302,00000428,00001790,00000346,00023078,00075823,00000128,00001289,00004173,00000502,00001285,00000000,00001234,00012164,00000764,00000372,00000000,00000385,00000000,00000000,00000000,                                                                                                                                        
R109,CHURCH AVENUE & NOSTRAND AV   ,00020083,00001045,00000241,00000406,00000008,00011788,00012229,00000053,00000255,00001656,00000027,00000102,00000000,00000013,00002204,00000020,00000053,00000000,00000057,00000000,00000000,00000000,                                                                                                                                        
R110,FLATBUSH AVE & NOSTRAND AV    ,00035914,00001563,00000319,00000914,00000039,00020032,00035240,00000072,00000495,00003457,00000155,00000291,00000000,00000059,00006636,00000198,00000055,00000000,00000072,00000000,00000000,00000000,                                                                                                                                        
R111,23RD STREET & 8TH AVENUE      ,00050207,00003458,00000217,00001229,00000037,00015397,00048474,00000042,00001132,00002518,00000112,00000587,00000000,00000151,00004131,00000436,00000261,00000000,00000590,00000000,00000000,00000000,                                                                                                                                        
R112,FORDHAM RD/GRAND CONCOURSE    ,00026353,00000743,00000191,00000399,00000009,00015949,00015201,00000024,00000352,00001963,00000040,00000094,00000000,00000065,00002062,00000059,00000022,00000000,00000076,00000000,00000000,00000000,                                                                                                                                        
R113,SEVENTH AVENUE & WEST 53RD    ,00038123,00001096,00000053,00000235,00000491,00008621,00023461,00000006,00001052,00000888,00000108,00000708,00000000,00001094,00002797,00000363,00000125,00000000,00000381,00000000,00000000,00000000,                                                                                                                                        
R114,PARSONS BLVD & HILLSIDE AV    ,00011855,00000643,00000083,00000306,00000000,00005167,00010243,00000020,00000125,00000656,00000025,00000064,00000000,00000002,00001114,00000022,00000023,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R115,169TH STREET & HILLSIDE AVE   ,00018617,00000943,00000118,00000373,00000004,00006221,00017728,00000013,00000246,00000677,00000030,00000112,00000000,00000017,00001355,00000082,00000036,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
R116,50TH STREET & 7TH AVENUE      ,00064696,00002733,00000204,00000740,00000787,00017409,00045418,00000062,00002151,00002018,00000197,00001032,00000000,00001875,00002846,00000692,00000236,00000000,00000467,00000000,00000000,00000000,                                                                                                                                        
R117,242ND STREET & BROADWAY       ,00009047,00000397,00000050,00000127,00000006,00004026,00008044,00000022,00000125,00000574,00000037,00000075,00000000,00000025,00000728,00000072,00000014,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R118, CANAL STREET                 ,00019710,00003025,00000075,00002364,00000012,00004270,00033377,00000024,00000652,00000589,00000105,00000210,00000000,00000086,00002502,00000098,00000048,00000000,00000090,00000000,00000000,00000000,                                                                                                                                        
R119,FORDHAM ROAD & JEROME AVE     ,00027880,00000919,00000173,00000429,00000006,00017931,00016085,00000042,00000457,00002300,00000042,00000050,00000000,00000028,00002088,00000047,00000028,00000000,00000069,00000000,00000000,00000000,                                                                                                                                        
R120,MORRISON AVE & WESTCHESTER    ,00012086,00000405,00000069,00000126,00000000,00007885,00005881,00000015,00000150,00001004,00000016,00000049,00000000,00000006,00000947,00000007,00000006,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R121,QUEENSBORO PLAZA              ,00018361,00000519,00000073,00000224,00000051,00011241,00015868,00000017,00000519,00000895,00000050,00000130,00000000,00000180,00001156,00000083,00000044,00000000,00000095,00000000,00000000,00000000,                                                                                                                                        
