     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/04/2010-12/10/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00058011,00001820,00000282,00000854,00000502,00016667,00035412,00000054,00004901,00002472,00000566,00001152,00000000,00001189,00005843,00000578,00000152,00000000,00000363,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00017411,00000539,00000048,00000151,00000043,00003801,00011701,00000013,00000322,00000917,00000069,00000349,00000000,00000124,00003919,00000105,00000048,00000000,00000075,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003445,00000113,00000010,00000042,00000000,00001717,00001392,00000001,00000022,00000211,00000003,00000009,00000000,00000020,00000206,00000012,00000007,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008421,00000250,00000010,00000140,00000000,00003055,00004653,00000000,00000037,00000326,00000006,00000049,00000000,00000007,00000505,00000032,00000000,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009499,00000374,00000018,00000153,00000002,00003186,00005714,00000002,00000079,00000431,00000006,00000057,00000000,00000001,00000392,00000017,00000032,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009198,00000328,00000052,00000145,00000000,00004597,00005998,00000004,00000086,00000616,00000007,00000089,00000000,00000010,00000620,00000023,00000024,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006696,00000216,00000032,00000061,00000013,00002497,00003641,00000006,00000040,00000232,00000002,00000044,00000000,00000001,00000311,00000006,00000009,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006189,00000203,00000032,00000049,00000004,00002367,00002956,00000001,00000047,00000252,00000002,00000059,00000000,00000009,00000278,00000010,00000008,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005133,00000203,00000010,00000090,00000005,00002310,00002755,00000010,00000038,00000351,00000003,00000017,00000000,00000002,00000251,00000023,00000011,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00071307,00002995,00000305,00001039,00000173,00023360,00051397,00000047,00002915,00004265,00000230,00000590,00000000,00000291,00003198,00000508,00000294,00000000,00000698,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00235109,00008126,00000482,00001626,00000100,00028733,00081483,00000103,00003886,00004684,00000247,00002889,00000000,00000213,00006101,00002024,00000435,00000000,00001012,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00210301,00007352,00000557,00001654,00005676,00030809,00082972,00000125,00004242,00005819,00000740,00002354,00000000,00010985,00007657,00002098,00000581,00000000,00001124,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00049591,00001879,00000149,00000679,00001435,00010178,00034666,00000033,00001060,00002330,00000277,00000605,00000000,00003900,00003785,00000440,00000219,00000000,00000318,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00091625,00002727,00000160,00000701,00001032,00019160,00061227,00000050,00003010,00003928,00000526,00001497,00000001,00002866,00008670,00001010,00000428,00000000,00000564,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00077807,00002576,00000088,00000413,00001566,00010282,00034341,00000028,00001591,00001892,00000330,00002189,00000000,00002962,00002808,00001013,00000218,00000000,00000480,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00021012,00000918,00000042,00000176,00000097,00004549,00015104,00000013,00000333,00000985,00000113,00000471,00000000,00000205,00000767,00000256,00000100,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00093787,00004500,00000188,00000910,00001071,00014261,00060288,00000078,00001061,00002950,00000328,00002128,00000000,00002336,00003432,00001242,00000377,00000000,00000610,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00091472,00006449,00000618,00002954,00000033,00043700,00121015,00000139,00001582,00004461,00000119,00000644,00000000,00000132,00006972,00000292,00000172,00000000,00000284,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00033130,00001786,00000205,00000955,00000009,00014967,00032661,00000054,00000463,00002545,00000081,00000539,00000000,00000048,00004807,00000119,00000041,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00196933,00007714,00000428,00001609,00001039,00041968,00119334,00000095,00008850,00006860,00000824,00003594,00000000,00001608,00006884,00001592,00000686,00000000,00001039,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00098302,00003909,00000236,00001030,00000136,00023138,00083147,00000070,00002597,00004964,00000521,00002092,00000000,00000297,00005289,00000750,00000466,00000000,00000439,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00206093,00009487,00000674,00002401,00001057,00059569,00155269,00000140,00010021,00010657,00002019,00002697,00000000,00001839,00010653,00001118,00000610,00000000,00000988,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00158734,00005731,00000475,00001508,00000831,00029182,00097254,00000107,00002532,00004898,00000427,00002655,00000000,00001551,00005372,00001220,00000643,00000000,00000725,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00043905,00001494,00000184,00000607,00000376,00021074,00024514,00000031,00001207,00002917,00000040,00000174,00000000,00000839,00003480,00000119,00000060,00000000,00004958,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00063110,00001713,00000432,00001264,00000025,00040541,00045030,00000143,00001114,00007603,00000121,00000364,00000000,00000057,00010306,00000110,00000075,00000000,00000218,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00063052,00001792,00000073,00000476,00002375,00008081,00045197,00000045,00000989,00002277,00000279,00001422,00000000,00007000,00004361,00000808,00000293,00000000,00000251,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00046627,00002141,00000150,00000628,00000550,00011005,00035399,00000047,00001275,00003088,00000160,00000755,00000000,00001668,00013726,00000366,00000271,00000000,00000279,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00145471,00004822,00000294,00001179,00001515,00024918,00079559,00000088,00004435,00005612,00001514,00002080,00000000,00003677,00017428,00001261,00000479,00000000,00000814,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00055272,00002249,00000132,00000621,00000935,00014144,00042352,00000038,00001152,00003299,00000226,00000745,00000000,00002075,00005131,00000475,00000229,00000000,00000217,00000000,00000000,00000000,                                                                                                                                        
