     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,05/28/2011-06/03/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00066157,00002115,00000243,00000842,00000335,00020522,00034807,00000000,00000000,00000000,00000376,00000816,00000000,00000893,00002087,00000665,00000184,00000000,00000655,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00015639,00000415,00000044,00000129,00000034,00003572,00011217,00000000,00000000,00000000,00000039,00000254,00000000,00000077,00000522,00000128,00000075,00000000,00000103,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003662,00000136,00000016,00000034,00000000,00001705,00001347,00000000,00000000,00000000,00000001,00000016,00000000,00000014,00000105,00000011,00000009,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008602,00000291,00000033,00000127,00000003,00003190,00004181,00000000,00000000,00000000,00000005,00000052,00000000,00000000,00000199,00000033,00000010,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009502,00000397,00000036,00000152,00000004,00003146,00005135,00000000,00000000,00000000,00000007,00000047,00000000,00000000,00000158,00000020,00000021,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009602,00000397,00000046,00000137,00000010,00004558,00005794,00000000,00000000,00000000,00000007,00000083,00000000,00000008,00000170,00000029,00000028,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006623,00000220,00000040,00000073,00000000,00002467,00003217,00000000,00000000,00000000,00000001,00000046,00000000,00000008,00000123,00000017,00000011,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006384,00000199,00000032,00000049,00000002,00002341,00002555,00000000,00000000,00000000,00000003,00000052,00000000,00000004,00000115,00000025,00000009,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005457,00000194,00000051,00000071,00000003,00002499,00002490,00000000,00000000,00000000,00000003,00000017,00000000,00000006,00000098,00000019,00000009,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00093729,00003286,00000325,00000992,00000110,00034556,00051740,00000000,00000000,00000000,00000215,00000458,00000000,00000195,00001893,00000566,00000365,00000000,00001161,00000000,00000000,00000000,                                                                                                                                        
