     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,01/08/2011-01/14/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00049831,00001557,00000238,00000729,00000451,00013984,00033123,00000030,00000018,00000265,00000505,00000991,00000000,00001004,00005698,00000509,00000131,00000000,00000316,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00016225,00000480,00000044,00000162,00000025,00003502,00010999,00000002,00000001,00000069,00000064,00000332,00000000,00000080,00003820,00000120,00000048,00000000,00000080,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003558,00000091,00000006,00000036,00000000,00001659,00001338,00000000,00000001,00000040,00000000,00000016,00000000,00000012,00000220,00000010,00000011,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008602,00000227,00000010,00000157,00000000,00002986,00004177,00000001,00000001,00000036,00000006,00000046,00000000,00000001,00000473,00000022,00000006,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009489,00000394,00000017,00000153,00000000,00003006,00005564,00000001,00000000,00000032,00000009,00000033,00000000,00000001,00000406,00000016,00000015,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009722,00000356,00000046,00000140,00000000,00004416,00005632,00000002,00000000,00000075,00000008,00000079,00000000,00000007,00000643,00000032,00000034,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006811,00000198,00000046,00000049,00000007,00002289,00003401,00000001,00000000,00000033,00000002,00000052,00000000,00000006,00000303,00000010,00000008,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006535,00000200,00000030,00000044,00000004,00002185,00002660,00000000,00000001,00000023,00000001,00000064,00000000,00000009,00000323,00000003,00000011,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005371,00000168,00000025,00000078,00000000,00002248,00002632,00000006,00000003,00000040,00000002,00000025,00000000,00000002,00000261,00000020,00000011,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00063392,00002555,00000264,00000937,00000154,00021136,00048505,00000043,00000008,00000443,00000154,00000505,00000000,00000219,00002855,00000438,00000285,00000000,00000611,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00218828,00006829,00000434,00001534,00000111,00025650,00077693,00000053,00000022,00000471,00000239,00002532,00000000,00000169,00005609,00002004,00000448,00000000,00000803,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00187452,00005787,00000438,00001428,00005213,00027711,00074194,00000043,00000024,00000605,00000633,00002074,00000000,00009481,00006830,00001892,00000527,00000000,00001137,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00047100,00001726,00000155,00000594,00001359,00009843,00033550,00000037,00000014,00000211,00000230,00000535,00000000,00003312,00003575,00000426,00000199,00000000,00000319,00000000,00000000,00000000,                                                                                                                                        
