     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/05/2011-03/11/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00058700,00001784,00000231,00000845,00000510,00018912,00038179,00000000,00000000,00000000,00000497,00000999,00000000,00001140,00002361,00000648,00000152,00000000,00000467,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00020092,00000554,00000050,00000187,00000039,00005155,00015159,00000000,00000000,00000000,00000081,00000360,00000000,00000118,00000672,00000178,00000096,00000000,00000147,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003623,00000104,00000014,00000043,00000000,00001692,00001498,00000000,00000000,00000000,00000009,00000010,00000000,00000013,00000104,00000017,00000005,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00009275,00000266,00000031,00000169,00000000,00003521,00004774,00000000,00000000,00000000,00000008,00000040,00000000,00000001,00000240,00000020,00000011,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00010048,00000385,00000019,00000157,00000000,00003457,00006186,00000000,00000000,00000000,00000006,00000050,00000000,00000001,00000187,00000018,00000018,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00010239,00000424,00000044,00000143,00000000,00005037,00006727,00000000,00000000,00000000,00000012,00000088,00000000,00000007,00000217,00000026,00000039,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00007196,00000230,00000051,00000042,00000000,00002840,00003756,00000000,00000000,00000000,00000004,00000057,00000000,00000014,00000113,00000011,00000002,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006948,00000238,00000030,00000079,00000005,00002431,00002944,00000000,00000000,00000000,00000003,00000054,00000000,00000009,00000134,00000007,00000010,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005718,00000181,00000025,00000072,00000004,00002592,00002903,00000000,00000000,00000000,00000004,00000018,00000000,00000000,00000101,00000030,00000011,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00083133,00003097,00000368,00001081,00000158,00030611,00055014,00000000,00000000,00000000,00000225,00000537,00000000,00000248,00001974,00000563,00000339,00000000,00000890,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00234300,00007684,00000451,00001627,00000131,00029645,00081309,00000000,00000000,00000000,00000205,00002429,00000000,00000154,00002513,00002250,00000517,00000000,00000804,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00205322,00006418,00000414,00001517,00005988,00030318,00080830,00000000,00000000,00000000,00000667,00002145,00000000,00010095,00002783,00002432,00000621,00000000,00001061,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00052908,00001881,00000178,00000660,00001616,00012211,00037478,00000000,00000000,00000000,00000283,00000580,00000000,00003577,00000978,00000577,00000265,00000000,00000304,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00080795,00002358,00000153,00000595,00001166,00017130,00057630,00000000,00000000,00000000,00000444,00001289,00000000,00002802,00002535,00001040,00000442,00000000,00000412,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00067960,00001925,00000060,00000291,00001619,00008460,00028997,00000000,00000000,00000000,00000265,00001964,00000000,00002732,00002245,00001046,00000258,00000000,00000334,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00023421,00000916,00000056,00000162,00000105,00006118,00017020,00000000,00000000,00000000,00000096,00000464,00000000,00000188,00000589,00000266,00000122,00000000,00000189,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00084876,00003883,00000203,00000739,00001111,00012696,00052582,00000000,00000000,00000000,00000290,00001832,00000000,00002235,00002280,00001249,00000408,00000000,00000407,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00094414,00006243,00000694,00002752,00000038,00045593,00118240,00000000,00000000,00000000,00000100,00000653,00000000,00000120,00004030,00000356,00000272,00000000,00000277,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00034078,00001666,00000193,00000933,00000015,00015698,00034374,00000000,00000000,00000000,00000076,00000500,00000000,00000055,00002278,00000181,00000059,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00157298,00006144,00000302,00001456,00000963,00036846,00110211,00000000,00000000,00000000,00000588,00003403,00000000,00001409,00005175,00001484,00000690,00000000,00000789,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00091393,00003589,00000291,00000973,00000110,00023645,00081230,00000000,00000000,00000000,00000384,00002046,00000001,00000273,00004535,00000862,00000467,00000000,00000466,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00180440,00007260,00000650,00001987,00000962,00058343,00140092,00000000,00000000,00000000,00001701,00002345,00000000,00001649,00005893,00001216,00000631,00000000,00000890,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00156980,00005242,00000406,00001336,00000873,00030144,00093654,00000000,00000000,00000000,00000350,00002482,00000000,00001393,00003235,00001341,00000702,00000000,00000708,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00046155,00001557,00000191,00000604,00000402,00023031,00026426,00000000,00000000,00000000,00000064,00000194,00000000,00000788,00001333,00000162,00000091,00000000,00005130,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00068693,00001646,00000462,00001278,00000033,00044257,00051130,00000000,00000000,00000000,00000101,00000352,00000000,00000056,00003415,00000130,00000104,00000000,00000243,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00066798,00001922,00000114,00000497,00002731,00009525,00048027,00000000,00000000,00000000,00000247,00001337,00000000,00006476,00002349,00000964,00000323,00000000,00000321,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00048941,00002340,00000182,00000616,00000575,00012272,00044906,00000000,00000000,00000000,00000149,00000703,00000000,00001553,00002320,00000507,00000350,00000000,00000212,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00148909,00004997,00000323,00001322,00001760,00028451,00093919,00000000,00000000,00000000,00001335,00001882,00000000,00003436,00002765,00001442,00000759,00000000,00000733,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00056218,00002236,00000182,00000583,00000993,00016226,00048690,00000000,00000000,00000000,00000228,00000739,00000000,00002101,00001387,00000530,00000286,00000000,00000238,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00108232,00004448,00000295,00000886,00002936,00022886,00045962,00000000,00000000,00000000,00000391,00001269,00000000,00006097,00002612,00001356,00000330,00000000,00000491,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00084247,00003074,00000192,00000790,00000210,00020259,00073466,00000000,00000000,00000000,00000409,00001525,00000000,00000284,00002777,00000855,00000420,00000000,00000289,00000000,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00180796,00005504,00000441,00001508,00000767,00065503,00099502,00000000,00000001,00000000,00000649,00001527,00000000,00001210,00004456,00001251,00000508,00000000,00001393,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00016915,00001044,00000124,00000332,00000022,00007466,00015227,00000000,00000000,00000000,00000032,00000089,00000000,00000031,00000624,00000140,00000046,00000000,00000148,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00061415,00003091,00000303,00000889,00000125,00020744,00050186,00000000,00000000,00000001,00000116,00000223,00000000,00000358,00001640,00000534,00000394,00000000,00000250,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00013921,00000820,00000083,00000254,00000001,00007794,00008625,00000000,00000000,00000000,00000013,00000037,00000000,00000005,00000528,00000018,00000027,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00010810,00000525,00000105,00000268,00000004,00009972,00009648,00000000,00000000,00000000,00000008,00000039,00000000,00000019,00000562,00000022,00000026,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00004515,00000258,00000025,00000099,00000000,00001684,00003355,00000000,00000000,00000000,00000009,00000016,00000000,00000007,00000099,00000028,00000040,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00012904,00000571,00000082,00000179,00000070,00006440,00009214,00000000,00000000,00000000,00000010,00000041,00000000,00000094,00000586,00000116,00000027,00000000,00000045,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00017097,00001205,00000116,00000401,00000001,00008671,00014385,00000000,00000000,00000000,00000072,00000110,00000000,00000019,00000616,00000113,00000053,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00040029,00001881,00000189,00000444,00000635,00012394,00030948,00000000,00000000,00000000,00002098,00000701,00000000,00001880,00001728,00000418,00000155,00000000,00000190,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00008533,00000228,00000030,00000102,00000128,00004485,00004795,00000000,00000000,00000000,00000085,00000118,00000000,00000325,00000237,00000078,00000018,00000000,00000075,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00056753,00002238,00000118,00000426,00001006,00010777,00046304,00000000,00000000,00000000,00000861,00001027,00000000,00003067,00001521,00000698,00000364,00000000,00000278,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00094117,00004845,00000276,00001286,00000561,00025608,00074031,00000000,00000000,00000000,00000654,00000921,00000000,00001619,00002159,00000855,00000603,00000000,00000469,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00086397,00003065,00000122,00000392,00002783,00008706,00031842,00000000,00000000,00000000,00000257,00001152,00000000,00004902,00001343,00001299,00000283,00000000,00000288,00000000,00000000,00000000,                                                                                                                                        
