     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/24/2010-07/30/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00073801,00002031,00000258,00000907,00000192,00021543,00041836,00000039,00008749,00004273,00000568,00001128,00000000,00001139,00005728,00000527,00000127,00000000,00000439,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00017846,00000525,00000034,00000151,00000020,00004128,00012494,00000006,00000516,00000861,00000053,00000422,00000000,00000107,00003812,00000093,00000057,00000000,00000089,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00002888,00000097,00000003,00000043,00000000,00001143,00001074,00000001,00000011,00000139,00000002,00000008,00000000,00000006,00000125,00000005,00000001,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00007073,00000206,00000012,00000091,00000000,00002474,00003618,00000003,00000033,00000244,00000005,00000041,00000000,00000000,00000389,00000020,00000000,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00007855,00000354,00000008,00000106,00000001,00002537,00004610,00000000,00000063,00000262,00000000,00000052,00000000,00000008,00000298,00000006,00000018,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00007819,00000294,00000022,00000090,00000000,00003146,00004406,00000004,00000113,00000384,00000003,00000095,00000000,00000021,00000505,00000018,00000009,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00005563,00000159,00000040,00000047,00000001,00002079,00002993,00000005,00000043,00000189,00000009,00000046,00000000,00000009,00000254,00000001,00000003,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00005180,00000150,00000022,00000056,00000005,00001665,00002239,00000004,00000041,00000170,00000001,00000034,00000000,00000010,00000218,00000010,00000003,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00004255,00000169,00000012,00000042,00000004,00001720,00002103,00000008,00000042,00000204,00000002,00000017,00000000,00000002,00000238,00000014,00000007,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00068342,00002303,00000289,00000903,00000121,00023942,00047048,00000050,00003821,00004117,00000181,00000464,00000000,00000241,00002883,00000357,00000198,00000000,00000589,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00217643,00007307,00000448,00001546,00000061,00028453,00078707,00000107,00004734,00004207,00000218,00002437,00000000,00000186,00005796,00001675,00000330,00000000,00000816,00000000,00000000,00000000,                                                                                                                                        
