     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/04/2011-06/10/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00068076,00002062,00000266,00000850,00000513,00021778,00039545,00000000,00000000,00000000,00000403,00000938,00000000,00001115,00002418,00000729,00000217,00000000,00000584,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00019224,00000556,00000036,00000163,00000049,00005030,00014150,00000000,00000000,00000000,00000065,00000350,00000000,00000084,00000641,00000153,00000085,00000000,00000123,00000000,00000001,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003882,00000130,00000017,00000038,00000000,00001810,00001502,00000000,00000000,00000000,00000001,00000022,00000000,00000022,00000120,00000017,00000006,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008899,00000321,00000024,00000125,00000010,00003429,00004330,00000000,00000000,00000000,00000001,00000054,00000000,00000001,00000223,00000038,00000015,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00010268,00000425,00000030,00000173,00000004,00003480,00005498,00000000,00000000,00000000,00000011,00000046,00000000,00000001,00000182,00000028,00000021,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00010318,00000430,00000045,00000128,00000005,00005073,00006206,00000000,00000000,00000000,00000010,00000093,00000000,00000013,00000212,00000036,00000027,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00007173,00000265,00000041,00000075,00000000,00002759,00003543,00000000,00000000,00000000,00000002,00000060,00000000,00000011,00000136,00000021,00000015,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006803,00000223,00000034,00000061,00000003,00002355,00002753,00000000,00000000,00000000,00000004,00000047,00000000,00000005,00000138,00000019,00000017,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005724,00000215,00000050,00000078,00000007,00002645,00002670,00000000,00000000,00000000,00000004,00000022,00000000,00000004,00000103,00000023,00000014,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00092479,00003374,00000389,00001093,00000184,00035091,00054846,00000000,00000000,00000000,00000221,00000497,00000000,00000246,00002082,00000661,00000377,00000000,00001024,00000000,00000000,00000000,                                                                                                                                        
