     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,04/16/2011-04/22/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00073987,00001765,00000311,00000815,00000225,00028620,00034542,00000000,00000000,00000000,00000511,00000829,00000000,00000870,00002148,00000611,00000151,00000000,00000660,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00018212,00000479,00000055,00000155,00000028,00005645,00013225,00000000,00000000,00000000,00000056,00000310,00000001,00000083,00000651,00000132,00000078,00000000,00000142,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003239,00000090,00000017,00000034,00000000,00001567,00001330,00000000,00000000,00000000,00000000,00000020,00000000,00000010,00000109,00000012,00000006,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008393,00000237,00000021,00000131,00000002,00003101,00004171,00000000,00000000,00000000,00000004,00000038,00000000,00000001,00000219,00000018,00000021,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009229,00000410,00000030,00000142,00000005,00003141,00005492,00000000,00000000,00000000,00000005,00000043,00000000,00000004,00000174,00000016,00000019,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009107,00000393,00000032,00000140,00000005,00004301,00005614,00000000,00000000,00000000,00000011,00000091,00000000,00000011,00000187,00000027,00000028,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006656,00000226,00000029,00000054,00000000,00002266,00003340,00000000,00000000,00000000,00000001,00000043,00000000,00000003,00000113,00000010,00000001,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006036,00000199,00000035,00000061,00000004,00002262,00002589,00000000,00000000,00000000,00000004,00000045,00000000,00000005,00000115,00000016,00000009,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005129,00000194,00000041,00000069,00000006,00002379,00002482,00000000,00000000,00000000,00000001,00000007,00000000,00000000,00000107,00000009,00000010,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00102578,00003362,00000343,00001086,00000145,00040701,00056811,00000000,00000000,00000000,00000288,00000615,00000000,00000236,00002098,00000686,00000416,00000000,00001267,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00225381,00007543,00000528,00001550,00000099,00034881,00077255,00000000,00000000,00000000,00000221,00001969,00000000,00000152,00002539,00002046,00000536,00000000,00000999,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00205572,00006581,00000500,00001606,00003306,00036288,00079348,00000000,00000000,00000001,00000547,00001732,00000000,00008172,00002812,00002271,00000641,00000000,00001337,00000000,00000000,00000000,                                                                                                                                        
