     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,01/22/2011-01/28/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00044164,00001297,00000167,00000599,00000229,00011778,00030444,00000002,00000000,00000003,00000548,00000815,00000000,00001000,00005167,00000505,00000128,00000000,00000188,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00016070,00000427,00000045,00000166,00000009,00003443,00011004,00000000,00000000,00000000,00000066,00000272,00000000,00000095,00003235,00000116,00000043,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003493,00000096,00000005,00000040,00000000,00001536,00001295,00000000,00000000,00000001,00000003,00000010,00000000,00000011,00000191,00000015,00000006,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008790,00000221,00000016,00000149,00000000,00002925,00003991,00000001,00000000,00000002,00000006,00000056,00000000,00000003,00000499,00000033,00000011,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009501,00000385,00000025,00000135,00000001,00003133,00005498,00000000,00000000,00000002,00000009,00000036,00000000,00000002,00000391,00000019,00000015,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009707,00000314,00000035,00000132,00000000,00004302,00005679,00000000,00000000,00000004,00000012,00000088,00000000,00000013,00000675,00000041,00000036,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006953,00000192,00000048,00000046,00000000,00002376,00003346,00000000,00000000,00000002,00000004,00000052,00000000,00000004,00000301,00000018,00000007,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006543,00000177,00000032,00000042,00000002,00002279,00002680,00000001,00000000,00000001,00000003,00000039,00000000,00000009,00000287,00000009,00000012,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005324,00000154,00000029,00000075,00000001,00002239,00002668,00000001,00000000,00000001,00000002,00000022,00000000,00000000,00000240,00000023,00000012,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00060119,00002416,00000258,00000877,00000084,00019727,00047387,00000006,00000000,00000010,00000151,00000441,00000000,00000182,00002674,00000437,00000302,00000000,00000442,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00220350,00006384,00000413,00001549,00000082,00026243,00077963,00000007,00000000,00000014,00000207,00002191,00000000,00000188,00005246,00002004,00000463,00000000,00000747,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00186024,00005309,00000394,00001407,00002982,00027264,00072701,00000008,00000000,00000015,00000513,00001914,00000000,00009581,00006426,00002042,00000467,00000000,00000905,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00047713,00001571,00000136,00000585,00000651,00009878,00033797,00000004,00000000,00000004,00000229,00000511,00000000,00003221,00003322,00000467,00000200,00000000,00000275,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00075710,00001966,00000131,00000554,00000592,00015319,00054613,00000002,00000000,00000004,00000345,00001051,00000000,00002532,00007218,00000930,00000406,00000000,00000316,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00067038,00001942,00000061,00000343,00000813,00007619,00031340,00000001,00000000,00000003,00000230,00001760,00000000,00002631,00002621,00000973,00000219,00000000,00000291,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00019512,00000755,00000036,00000138,00000066,00004201,00014784,00000000,00000000,00000000,00000086,00000428,00000000,00000174,00000681,00000196,00000108,00000000,00000090,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00086403,00003765,00000172,00000797,00000489,00012815,00056848,00000005,00000000,00000004,00000264,00001795,00000000,00002080,00003020,00001130,00000380,00000000,00000425,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00085946,00004829,00000497,00002413,00000024,00038965,00106006,00000009,00000000,00000022,00000102,00000529,00000000,00000087,00006369,00000294,00000189,00000000,00000216,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00029865,00001322,00000156,00000796,00000010,00012999,00028166,00000005,00000000,00000004,00000085,00000437,00000000,00000060,00004192,00000107,00000053,00000000,00000066,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00139925,00005285,00000273,00001199,00000534,00027739,00102412,00000002,00000000,00000009,00000490,00002750,00000000,00001404,00005887,00001323,00000599,00000000,00000574,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00077554,00002714,00000206,00000812,00000076,00018634,00073446,00000009,00000000,00000005,00000355,00001742,00000000,00000229,00004897,00000678,00000395,00000000,00000349,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00150468,00005108,00000471,00001663,00000519,00043863,00122809,00000012,00000001,00000013,00001302,00002073,00000000,00001450,00007973,00001019,00000489,00000000,00000611,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00139200,00004107,00000321,00001151,00000424,00025155,00086500,00000008,00000000,00000007,00000234,00002026,00000000,00001307,00004335,00001144,00000604,00000000,00000618,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00043202,00001299,00000168,00000553,00000173,00018554,00022003,00000000,00000000,00000005,00000055,00000171,00000000,00000826,00003151,00000159,00000075,00000000,00002357,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00059155,00001317,00000382,00001086,00000009,00036281,00035911,00000007,00000000,00000019,00000148,00000318,00000000,00000060,00009121,00000109,00000079,00000000,00000194,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00060309,00001594,00000067,00000439,00000998,00007512,00044456,00000004,00000000,00000001,00000197,00001119,00000000,00006057,00004038,00000864,00000307,00000000,00000195,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00040446,00001779,00000145,00000516,00000178,00008922,00032237,00000005,00000000,00000003,00000127,00000578,00000000,00001412,00011699,00000376,00000280,00000000,00000196,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00122044,00003887,00000240,00001102,00000755,00019994,00071333,00000008,00000000,00000012,00001052,00001526,00000000,00003209,00014617,00001160,00000469,00000000,00000592,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00044642,00001537,00000116,00000450,00000414,00009304,00031655,00000003,00000000,00000001,00000150,00000606,00000000,00001828,00003866,00000434,00000171,00000000,00000201,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00096104,00003372,00000228,00000761,00001363,00017014,00040119,00000005,00000000,00000005,00000257,00001006,00000000,00005399,00003944,00001217,00000259,00000000,00000317,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00073989,00002495,00000196,00000696,00000139,00016715,00068011,00000004,00000000,00000006,00000315,00001274,00000000,00000233,00003141,00000698,00000380,00000000,00000265,00000000,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00151339,00004420,00000348,00001295,00000441,00043094,00090201,00000020,00000000,00000021,00000586,00001247,00000000,00001041,00005984,00001138,00000417,00000000,00001011,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00015796,00000868,00000095,00000293,00000013,00006494,00013966,00000002,00000000,00000008,00000038,00000088,00000000,00000036,00001237,00000135,00000045,00000000,00000140,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00055996,00002556,00000271,00000766,00000075,00018912,00044976,00000005,00000000,00000010,00000104,00000203,00000001,00000321,00003092,00000454,00000330,00000000,00000253,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00012666,00000591,00000099,00000258,00000000,00006883,00007282,00000004,00000000,00000005,00000014,00000024,00000000,00000008,00001112,00000003,00000018,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00009515,00000392,00000096,00000182,00000000,00008321,00007917,00000000,00000000,00000004,00000030,00000027,00000000,00000012,00001045,00000020,00000016,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00004302,00000210,00000025,00000099,00000000,00001515,00002620,00000001,00000000,00000000,00000003,00000011,00000000,00000004,00000499,00000024,00000028,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00012015,00000527,00000085,00000158,00000028,00005759,00007621,00000001,00000000,00000002,00000025,00000039,00000000,00000079,00001198,00000068,00000031,00000000,00000043,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00015752,00000881,00000126,00000319,00000004,00007689,00012043,00000003,00000000,00000007,00000103,00000116,00000000,00000014,00001565,00000106,00000035,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00039034,00001640,00000153,00000372,00000333,00011000,00028177,00000000,00000000,00000011,00001640,00000686,00000000,00002023,00006048,00000370,00000137,00000000,00000172,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00005964,00000213,00000015,00000053,00000049,00002885,00003593,00000000,00000000,00000006,00000105,00000101,00000000,00000300,00000671,00000053,00000015,00000000,00000055,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00048873,00001791,00000107,00000333,00000498,00008522,00041651,00000000,00000000,00000002,00000718,00000930,00000000,00002812,00002947,00000609,00000282,00000000,00000189,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00073105,00003408,00000188,00001023,00000301,00016718,00047541,00000002,00000000,00000021,00000494,00000770,00000000,00001337,00018024,00000624,00000333,00000000,00000289,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00083883,00002836,00000105,00000381,00001570,00007061,00030473,00000002,00000000,00000000,00000174,00000989,00000000,00004528,00001606,00001319,00000288,00000000,00000255,00000000,00000000,00000000,                                                                                                                                        
R046,42ND STREET & GRAND CENTRAL   ,00190900,00006311,00000340,00001077,00002207,00028194,00102060,00000009,00000000,00000008,00000741,00002351,00000000,00008033,00006398,00002317,00000802,00000000,00000837,00000000,00000000,00000000,                                                                                                                                        
R047,42ND STREET & GRAND CENTRAL   ,00100046,00003811,00000187,00000762,00001019,00018250,00076018,00000006,00000000,00000004,00000570,00001754,00000000,00004483,00005577,00001527,00000567,00000000,00000324,00000000,00000000,00000000,                                                                                                                                        
