     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,11/27/2010-12/03/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R024,SUTPHIN BOULEVARD             ,00047048,00001528,00000214,00000629,00000257,00019972,00026617,00000033,00001026,00002781,00000058,00000231,00000000,00000826,00003566,00000145,00000084,00000000,00005071,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00062805,00001535,00000408,00001225,00000015,00039003,00045117,00000103,00001255,00006904,00000106,00000354,00000000,00000047,00010037,00000104,00000070,00000000,00000194,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00057731,00001644,00000069,00000453,00001617,00006390,00042645,00000046,00000486,00001531,00000231,00001360,00000000,00007148,00004052,00000803,00000283,00000000,00000195,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00043644,00002059,00000139,00000634,00000341,00009811,00034153,00000038,00000927,00001988,00000161,00000699,00000000,00001676,00013385,00000327,00000260,00000000,00000251,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00136352,00004604,00000296,00001199,00001097,00022335,00078661,00000049,00003511,00004392,00001399,00001968,00000000,00003649,00016909,00001125,00000447,00000000,00000736,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00051169,00002048,00000116,00000570,00000684,00012141,00041166,00000039,00000785,00002466,00000194,00000707,00000000,00002088,00004843,00000422,00000200,00000000,00000253,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00109701,00004845,00000334,00000989,00002020,00021427,00048239,00000060,00002358,00003105,00000409,00001397,00000000,00006402,00004718,00001208,00000328,00000000,00000404,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00081536,00002961,00000214,00000814,00000177,00017014,00071551,00000040,00001232,00003010,00000406,00001675,00000000,00000321,00003414,00000794,00000396,00000000,00000283,00000000,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00186968,00005812,00000444,00001490,00000639,00055138,00103580,00000113,00010866,00008100,00000774,00001691,00000000,00001298,00006873,00001160,00000475,00000000,00001189,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00015091,00000996,00000092,00000322,00000023,00006143,00013824,00000019,00000269,00001216,00000035,00000097,00000000,00000032,00001165,00000088,00000063,00000000,00000136,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00056010,00003213,00000275,00000795,00000092,00017629,00047252,00000077,00000648,00003041,00000122,00000232,00000000,00000398,00003222,00000409,00000310,00000000,00000244,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00012263,00000741,00000084,00000229,00000001,00006408,00007480,00000021,00000096,00000787,00000014,00000028,00000000,00000003,00001120,00000003,00000007,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00009496,00000541,00000111,00000212,00000001,00008289,00008345,00000017,00000192,00000857,00000007,00000050,00000000,00000012,00001129,00000014,00000012,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00004347,00000203,00000037,00000080,00000000,00001387,00002655,00000001,00000071,00000236,00000002,00000021,00000000,00000002,00000498,00000022,00000025,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00011756,00000544,00000072,00000176,00000036,00005592,00008170,00000018,00000145,00000889,00000008,00000044,00000000,00000096,00001215,00000089,00000035,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00016037,00001120,00000147,00000409,00000002,00007411,00013385,00000019,00000188,00000966,00000105,00000169,00000000,00000018,00001701,00000085,00000024,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00043160,00002091,00000204,00000510,00000524,00011600,00031277,00000045,00001240,00001905,00002216,00000841,00000000,00002358,00007072,00000450,00000145,00000000,00000173,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00009343,00000269,00000041,00000100,00000091,00004714,00005538,00000010,00001294,00000596,00000160,00000137,00000000,00000386,00000894,00000082,00000026,00000000,00000059,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00053436,00002160,00000108,00000366,00000833,00009136,00044572,00000022,00001452,00001781,00001031,00001041,00000000,00003200,00003206,00000704,00000297,00000000,00000269,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00085039,00004198,00000233,00001303,00000445,00019724,00056793,00000080,00002557,00003727,00000675,00000895,00000000,00001599,00020995,00000676,00000373,00000000,00000323,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00083123,00003041,00000111,00000425,00002106,00006790,00030997,00000016,00001274,00001278,00000215,00001166,00000000,00004997,00001562,00001159,00000247,00000000,00000281,00000000,00000000,00000000,                                                                                                                                        
R046,42ND STREET & GRAND CENTRAL   ,00209506,00007747,00000360,00001302,00002952,00030197,00109851,00000076,00005718,00005115,00000859,00002881,00000000,00009025,00006975,00002431,00000824,00000000,00001106,00000000,00000000,00000000,                                                                                                                                        
R047,42ND STREET & GRAND CENTRAL   ,00101895,00004240,00000191,00000816,00001357,00017672,00079869,00000053,00000967,00003297,00000766,00002227,00000000,00005156,00005744,00001491,00000554,00000000,00000355,00000000,00000000,00000000,                                                                                                                                        
R048,42ND STREET & 3RD AVENUE      ,00031067,00000997,00000032,00000219,00000463,00004517,00021299,00000007,00000267,00000579,00000071,00000632,00000000,00001067,00001406,00000337,00000098,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R049,51ST STREET & LEXINGTON AVE   ,00060769,00002940,00000124,00000567,00000101,00013844,00045252,00000023,00001850,00001990,00000418,00001307,00000000,00000336,00003326,00000667,00000339,00000000,00000418,00000000,00000000,00000000,                                                                                                                                        
R050,59TH STREET & LEXINGTON AVE   ,00065633,00003335,00000178,00000724,00000264,00015988,00054740,00000042,00001642,00002879,00000393,00001094,00000000,00000928,00003316,00000671,00000245,00000000,00000332,00000000,00000000,00000000,                                                                                                                                        
R051,59TH STREET & LEXINGTON AVE   ,00084587,00004688,00000238,00001019,00000202,00025979,00075169,00000051,00001760,00004643,00000416,00001148,00000000,00000755,00005205,00000783,00000372,00000000,00000378,00000000,00000000,00000000,                                                                                                                                        
R052,WOODLAWN ROAD                 ,00011851,00000671,00000137,00000320,00000000,00007265,00008331,00000021,00000203,00000955,00000027,00000082,00000000,00000009,00001117,00000061,00000022,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R053,149TH STREET & 3RD AVENUE     ,00042886,00001668,00000386,00001014,00000008,00031883,00025286,00000094,00000974,00004637,00000054,00000156,00000000,00000035,00005950,00000026,00000039,00000000,00000109,00000000,00000000,00000000,                                                                                                                                        
R054,FIFTH AVENUE & 42ND STREET    ,00029316,00001292,00000072,00000314,00000152,00006398,00023943,00000015,00000731,00000995,00000162,00000522,00000000,00000212,00001100,00000297,00000096,00000000,00000150,00000000,00000000,00000000,                                                                                                                                        
R055,MAIN STREET                   ,00086659,00006180,00000397,00003814,00000019,00033247,00126002,00000086,00001391,00003176,00000180,00000688,00000000,00000118,00005951,00000251,00000125,00000000,00000209,00000000,00000000,00000000,                                                                                                                                        
R056,NEVINS STREET                 ,00025203,00001527,00000194,00000494,00000016,00011732,00016940,00000065,00000491,00002008,00000065,00000123,00000000,00000074,00003891,00000080,00000044,00000000,00000099,00000000,00000000,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00076975,00003463,00000346,00001125,00001909,00022940,00057453,00000091,00001215,00004472,00000198,00000569,00000000,00006372,00007381,00000537,00000338,00000000,00000406,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00008108,00000415,00000049,00000138,00000002,00002373,00009408,00000011,00000090,00000532,00000005,00000134,00000000,00000007,00001287,00000067,00000065,00000000,00000049,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00015698,00001528,00000093,00000327,00000005,00003387,00016766,00000019,00000142,00000729,00000012,00000316,00000000,00000044,00002206,00000146,00000094,00000000,00000051,00000000,00000000,00000000,                                                                                                                                        
R060,EASTERN PARKWAY               ,00008521,00000701,00000097,00000216,00000012,00002983,00010451,00000024,00000144,00000651,00000023,00000080,00000000,00000019,00001297,00000063,00000070,00000000,00000052,00000000,00000000,00000000,                                                                                                                                        
R061,NOSTRAND AVENUE               ,00008056,00000446,00000078,00000155,00000003,00004562,00005763,00000012,00000123,00000816,00000004,00000034,00000000,00000000,00001069,00000019,00000008,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R062,UTICA AVENUE                  ,00048819,00002143,00000379,00001161,00000002,00031035,00034435,00000132,00000779,00005063,00000050,00000312,00000000,00000054,00007853,00000079,00000082,00000000,00000156,00000000,00000000,00000000,                                                                                                                                        
R063,SUTTER AVENUE                 ,00016790,00000528,00000125,00000285,00000002,00008974,00007661,00000033,00000207,00001524,00000005,00000052,00000000,00000011,00001989,00000020,00000008,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R064,SARATOGA AVENUE               ,00013243,00000403,00000089,00000158,00000006,00006212,00005713,00000018,00000153,00001121,00000004,00000071,00000000,00000008,00001279,00000010,00000030,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R065,ROCKWAY AVENUE                ,00012941,00000576,00000141,00000161,00000000,00006410,00004935,00000031,00000184,00001185,00000003,00000029,00000000,00000014,00001681,00000008,00000001,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R066,JUNIUS STREET                 ,00004781,00000303,00000033,00000056,00000002,00002584,00002074,00000010,00000060,00000530,00000001,00000010,00000000,00000004,00000537,00000009,00000005,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R067,PENNSYLVANIA AVENUE           ,00011897,00000410,00000102,00000203,00000000,00006842,00005450,00000047,00000125,00001108,00000021,00000041,00000000,00000014,00001513,00000001,00000005,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R068,VAN SICLEN AVENUE             ,00007384,00000237,00000019,00000075,00000000,00003757,00003194,00000006,00000078,00000683,00000017,00000024,00000000,00000001,00001041,00000013,00000000,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R069,NEW LOTS AVENUE               ,00011760,00000479,00000127,00000237,00000000,00007427,00006025,00000028,00000167,00001288,00000006,00000030,00000000,00000003,00001787,00000004,00000021,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R070,ST GEORGE TERMINAL            ,00030938,00001227,00000042,00000309,00000000,00002896,00009790,00000024,00000227,00000356,00000259,00001349,00000000,00000006,00002443,00000461,00000038,00000000,00000110,00000000,00000000,00000000,                                                                                                                                        
R079,FIFTH AVENUE & 60TH STREET    ,00048968,00002097,00000139,00000431,00000242,00011224,00034790,00000027,00002082,00001662,00000322,00000918,00000000,00000758,00003047,00000473,00000152,00000000,00000254,00000000,00000000,00000000,                                                                                                                                        
R080,57TH STREET & 7TH AVENUE      ,00065902,00004158,00000183,00001035,00000213,00016551,00063073,00000043,00001849,00002600,00000342,00001084,00000000,00000534,00004202,00000601,00000312,00000000,00000366,00000000,00000000,00000000,                                                                                                                                        
R081,49TH STREET & 7TH AVENUE      ,00065650,00002231,00000147,00000711,00000079,00018325,00056094,00000047,00003317,00002322,00000397,00001094,00000000,00000225,00002703,00000561,00000294,00000000,00000445,00000000,00000000,00000000,                                                                                                                                        
R082,28TH STREET & BROADWAY        ,00023662,00000955,00000112,00000325,00000027,00007661,00022708,00000009,00000831,00001183,00000105,00000309,00000000,00000058,00000875,00000188,00000101,00000000,00000176,00000000,00000000,00000000,                                                                                                                                        
R083,23RD STREET & 5TH AVENUE      ,00048912,00001859,00000120,00000513,00000157,00010533,00047308,00000023,00001152,00001965,00000651,00000952,00000000,00000271,00002062,00000480,00000223,00000000,00000302,00000000,00000000,00000000,                                                                                                                                        
R084,59TH STREET/COLUMBUS CIRCLE   ,00171523,00008738,00000514,00002342,00000659,00043278,00136572,00000134,00004009,00008889,00000501,00001844,00000000,00002057,00009488,00001883,00000780,00000000,00001096,00000000,00000000,00000000,                                                                                                                                        
R085,8TH STREET & BROADWAY         ,00042770,00002061,00000119,00000527,00000133,00009086,00043569,00000031,00001331,00002000,00000180,00000488,00000000,00000329,00001430,00000409,00000255,00000000,00000381,00000000,00000000,00000000,                                                                                                                                        
R086,PRINCE STREET & BROADWAY      ,00040967,00001113,00000070,00000266,00000057,00011626,00034603,00000019,00002408,00002107,00000172,00000353,00000000,00000207,00001378,00000283,00000193,00000000,00000373,00000000,00000000,00000000,                                                                                                                                        
R087,CITY HALL                     ,00022570,00001221,00000089,00000313,00000027,00004329,00017709,00000023,00000769,00000796,00000267,00000381,00000000,00000088,00003925,00000177,00000081,00000000,00000112,00000000,00000000,00000000,                                                                                                                                        
R088,CORTLANDT STREET              ,00010360,00000215,00000013,00000072,00000010,00003921,00004628,00000002,00001945,00000281,00000082,00000071,00000000,00000025,00000278,00000038,00000009,00000000,00000146,00000000,00000000,00000000,                                                                                                                                        
R089,JAY ST-METROTECH              ,00012433,00000617,00000065,00000170,00000019,00002662,00011024,00000005,00000133,00000536,00000129,00000165,00000000,00000076,00002137,00000094,00000029,00000000,00000047,00000000,00000000,00000000,                                                                                                                                        
R090,39TH AVENUE & 31ST STREET     ,00007377,00000274,00000040,00000108,00000000,00003100,00004041,00000003,00000225,00000463,00000019,00000044,00000000,00000007,00000934,00000019,00000017,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R091,36TH AVENUE & 31ST STREET     ,00015131,00000670,00000078,00000204,00000004,00005370,00018369,00000003,00000169,00000821,00000028,00000137,00000000,00000031,00000939,00000051,00000064,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R092,BROADWAY & 31ST STREET        ,00025359,00001530,00000094,00000366,00000002,00006816,00034626,00000010,00000310,00001274,00000020,00000169,00000000,00000043,00001763,00000109,00000138,00000000,00000103,00000000,00000000,00000000,                                                                                                                                        
R093,30TH AVENUE & 31ST STREET     ,00028223,00001235,00000123,00000453,00000004,00008976,00037283,00000028,00000317,00001441,00000019,00000208,00000000,00000038,00001958,00000162,00000164,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R094,ASTORIA BLVD & 31ST STREET    ,00023515,00000830,00000081,00000283,00000010,00007275,00029089,00000008,00000442,00001230,00000027,00000257,00000000,00000019,00001463,00000110,00000159,00000000,00000052,00000000,00000000,00000000,                                                                                                                                        
R095,DITMARS BLVD & 31ST STREET    ,00034166,00001534,00000107,00000359,00000012,00008059,00041909,00000031,00000397,00001460,00000044,00000405,00000000,00000035,00002328,00000192,00000160,00000000,00000081,00000000,00000000,00000000,                                                                                                                                        
R096,82ND STREET-JACKSON HEIGHTS   ,00034668,00002517,00000218,00000689,00000009,00017310,00025967,00000033,00000890,00000929,00000026,00000156,00000000,00000026,00001559,00000053,00000041,00000000,00000077,00000000,00000000,00000000,                                                                                                                                        
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00060877,00001407,00000140,00000454,00000010,00029230,00029114,00000018,00000794,00001111,00000020,00000130,00000000,00000005,00001499,00000049,00000018,00000000,00000047,00000000,00000000,00000000,                                                                                                                                        
R098,CHURCH AVENUE                 ,00029768,00001462,00000311,00000730,00000005,00016633,00022821,00000086,00000406,00002418,00000035,00000145,00000000,00000013,00003021,00000047,00000092,00000000,00000079,00000000,00000000,00000000,                                                                                                                                        
R099,DEKALB AVENUE                 ,00033203,00001403,00000152,00000684,00000040,00010318,00032609,00000053,00000452,00001945,00000085,00000340,00000000,00000105,00003489,00000241,00000176,00000000,00000157,00000000,00000000,00000000,                                                                                                                                        
R100,METROPOLITAN AVENUE           ,00008330,00000374,00000037,00000146,00000000,00002667,00005309,00000007,00000053,00000326,00000002,00000099,00000000,00000001,00000898,00000062,00000010,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R101,145TH STREET                  ,00041564,00001403,00000277,00000837,00000011,00024563,00044709,00000053,00000662,00003980,00000062,00000151,00000000,00000060,00004532,00000117,00000133,00000000,00000151,00000000,00000000,00000000,                                                                                                                                        
R102,125TH STREET                  ,00049861,00002197,00000553,00001228,00000016,00028091,00042388,00000082,00001056,00005106,00000097,00000198,00000000,00000157,00005873,00000173,00000206,00000000,00000192,00000000,00000000,00000000,                                                                                                                                        
R103,BROADWAY-EAST NEW YORK        ,00016482,00000507,00000160,00000319,00000002,00009798,00008036,00000028,00000290,00001664,00000022,00000068,00000000,00000027,00002712,00000011,00000001,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R104,167TH ST-GRAND CONCOURSE      ,00019933,00000651,00000103,00000309,00000002,00013147,00012473,00000024,00000225,00001640,00000020,00000057,00000000,00000010,00001596,00000015,00000019,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R105,14TH STREET & 7TH AVENUE      ,00051248,00004216,00000278,00001235,00000144,00014967,00046430,00000074,00000905,00002815,00000185,00000660,00000000,00000356,00003833,00000439,00000211,00000000,00000370,00000000,00000000,00000000,                                                                                                                                        
R106,CASTLE HILL AVENUE            ,00014861,00000612,00000104,00000249,00000002,00007580,00010330,00000012,00000141,00001213,00000044,00000091,00000000,00000009,00001771,00000043,00000024,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R107,WESTCHESTER SQUARE            ,00009704,00000436,00000078,00000262,00000003,00005472,00007258,00000022,00000177,00001030,00000070,00000044,00000000,00000007,00001313,00000051,00000020,00000000,00000065,00000000,00000000,00000000,                                                                                                                                        
R108,BOROUGH HALL - COURT STREET   ,00089374,00006230,00000413,00001766,00000309,00021696,00070411,00000146,00001238,00004308,00000471,00001248,00000000,00001199,00012126,00000836,00000354,00000000,00000386,00000000,00000000,00000000,                                                                                                                                        
R109,CHURCH AVENUE & NOSTRAND AV   ,00020170,00000978,00000224,00000396,00000005,00011075,00011340,00000035,00000293,00001580,00000020,00000083,00000000,00000005,00002194,00000014,00000029,00000000,00000054,00000000,00000000,00000000,                                                                                                                                        
R110,FLATBUSH AVE & NOSTRAND AV    ,00035893,00001480,00000340,00000920,00000013,00018642,00031558,00000065,00000485,00003318,00000114,00000308,00000000,00000047,00006674,00000191,00000064,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R111,23RD STREET & 8TH AVENUE      ,00049510,00003560,00000246,00001160,00000038,00013565,00044678,00000045,00000933,00002701,00000101,00000653,00000001,00000130,00004234,00000428,00000301,00000000,00000439,00000000,00000000,00000000,                                                                                                                                        
R112,FORDHAM RD/GRAND CONCOURSE    ,00026121,00000771,00000190,00000366,00000016,00015106,00014059,00000048,00000457,00001893,00000031,00000088,00000000,00000055,00002008,00000046,00000013,00000000,00000062,00000000,00000000,00000000,                                                                                                                                        
R113,SEVENTH AVENUE & WEST 53RD    ,00039724,00001110,00000065,00000284,00000488,00008154,00022920,00000008,00000914,00001034,00000122,00000777,00000000,00001060,00002938,00000375,00000134,00000000,00000337,00000000,00000000,00000000,                                                                                                                                        
R114,PARSONS BLVD & HILLSIDE AV    ,00011507,00000600,00000084,00000309,00000000,00005021,00009561,00000014,00000108,00000647,00000019,00000083,00000000,00000002,00001164,00000029,00000019,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R115,169TH STREET & HILLSIDE AVE   ,00018108,00000900,00000117,00000356,00000001,00005801,00016319,00000010,00000251,00000651,00000014,00000127,00000000,00000023,00001262,00000060,00000038,00000000,00000041,00000000,00000000,00000000,                                                                                                                                        
R116,50TH STREET & 7TH AVENUE      ,00067434,00002644,00000167,00000715,00000875,00014657,00041666,00000064,00002174,00002036,00000196,00001142,00000000,00001924,00002827,00000690,00000231,00000000,00000389,00000000,00000000,00000000,                                                                                                                                        
R117,242ND STREET & BROADWAY       ,00011083,00000472,00000069,00000151,00000005,00004654,00008431,00000016,00000159,00000664,00000049,00000078,00000000,00000027,00000788,00000070,00000015,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R118, CANAL STREET                 ,00019209,00002779,00000061,00002172,00000013,00003398,00028787,00000022,00000582,00000641,00000077,00000206,00000000,00000063,00002328,00000114,00000050,00000000,00000076,00000000,00000000,00000000,                                                                                                                                        
R119,FORDHAM ROAD & JEROME AVE     ,00026271,00000924,00000177,00000419,00000006,00016744,00014068,00000028,00000597,00002140,00000033,00000046,00000000,00000019,00001953,00000042,00000019,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R120,MORRISON AVE & WESTCHESTER    ,00012293,00000422,00000074,00000145,00000000,00007756,00005630,00000017,00000128,00001028,00000009,00000059,00000000,00000009,00000921,00000018,00000009,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R121,QUEENSBORO PLAZA              ,00017309,00000483,00000047,00000211,00000045,00008816,00014068,00000019,00000465,00000962,00000049,00000106,00000000,00000144,00001105,00000094,00000041,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
