     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/03/2010-07/09/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00072433,00001921,00000241,00000927,00000362,00021256,00038055,00000050,00009348,00003561,00000501,00000951,00000000,00000894,00004837,00000450,00000129,00000000,00000498,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00015541,00000390,00000031,00000137,00000034,00003724,00010689,00000024,00000618,00000610,00000036,00000357,00000000,00000102,00003112,00000087,00000064,00000000,00000098,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00002601,00000074,00000007,00000043,00000001,00001063,00001024,00000000,00000021,00000128,00000001,00000018,00000000,00000004,00000106,00000011,00000000,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00006572,00000182,00000017,00000078,00000002,00002292,00003393,00000002,00000046,00000176,00000004,00000026,00000000,00000000,00000334,00000017,00000000,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00007259,00000284,00000013,00000094,00000000,00002171,00004145,00000000,00000055,00000226,00000000,00000053,00000000,00000007,00000260,00000005,00000017,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00007256,00000206,00000018,00000088,00000000,00002913,00004175,00000006,00000081,00000301,00000004,00000046,00000000,00000007,00000454,00000013,00000008,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00005064,00000130,00000035,00000038,00000007,00001848,00002677,00000006,00000053,00000151,00000000,00000045,00000000,00000000,00000228,00000001,00000004,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00004651,00000123,00000015,00000042,00000004,00001380,00001915,00000001,00000056,00000135,00000000,00000044,00000000,00000006,00000194,00000008,00000003,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00003945,00000117,00000019,00000057,00000003,00001450,00002002,00000006,00000050,00000162,00000000,00000016,00000000,00000000,00000166,00000014,00000006,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00067618,00002105,00000272,00000904,00000148,00022929,00044663,00000048,00003634,00003430,00000131,00000502,00000000,00000201,00002620,00000282,00000195,00000000,00000577,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00199109,00007046,00000463,00001550,00000067,00027027,00073315,00000111,00005030,00003659,00000175,00002177,00000000,00000156,00005384,00001348,00000283,00000000,00000854,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00173306,00005292,00000399,00001404,00004221,00025643,00075342,00000078,00004754,00003945,00000462,00001832,00000000,00008372,00006152,00001304,00000365,00000000,00001060,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00041289,00001401,00000163,00000610,00000981,00009587,00030308,00000029,00001337,00001496,00000194,00000420,00000000,00002918,00002865,00000304,00000137,00000000,00000313,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00076652,00002016,00000148,00000565,00000801,00017635,00053038,00000036,00003540,00002930,00000385,00001180,00000000,00002180,00006804,00000717,00000276,00000000,00000452,00000000,00000000,00000000,                                                                                                                                        
