     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/18/2010-12/24/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00054623,00001499,00000210,00000747,00000203,00016277,00026783,00000053,00005817,00002169,00000393,00000794,00000000,00000829,00004591,00000463,00000094,00000000,00000344,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00014192,00000388,00000034,00000157,00000016,00002962,00008213,00000010,00000371,00000618,00000045,00000256,00000000,00000092,00002972,00000070,00000032,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003319,00000074,00000010,00000036,00000001,00001549,00001252,00000008,00000026,00000218,00000001,00000012,00000000,00000017,00000194,00000010,00000004,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008408,00000227,00000008,00000165,00000000,00002857,00004116,00000002,00000085,00000280,00000006,00000037,00000000,00000005,00000428,00000027,00000007,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009161,00000379,00000030,00000137,00000002,00002879,00005140,00000008,00000070,00000387,00000008,00000052,00000000,00000002,00000344,00000017,00000020,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00008928,00000327,00000041,00000118,00000000,00004380,00005324,00000003,00000131,00000619,00000011,00000067,00000000,00000009,00000538,00000031,00000015,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006423,00000201,00000031,00000048,00000002,00002206,00003204,00000008,00000066,00000237,00000002,00000045,00000000,00000000,00000286,00000005,00000005,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006083,00000179,00000024,00000043,00000003,00002128,00002479,00000010,00000093,00000182,00000004,00000047,00000000,00000005,00000242,00000009,00000009,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005124,00000157,00000012,00000073,00000003,00002000,00002455,00000004,00000035,00000285,00000005,00000016,00000000,00000005,00000219,00000015,00000007,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00071099,00002785,00000266,00000918,00000109,00023387,00042423,00000051,00003540,00003756,00000151,00000451,00000000,00000218,00003065,00000412,00000250,00000000,00000655,00000000,00000001,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00210839,00006977,00000451,00001549,00000075,00027497,00066184,00000139,00004769,00004025,00000194,00002103,00000000,00000156,00005265,00001599,00000354,00000000,00000858,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00198011,00006550,00000487,00001536,00002814,00030541,00067594,00000099,00005287,00004963,00000455,00001802,00000000,00008239,00007051,00001552,00000430,00000000,00001155,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00043642,00001597,00000161,00000588,00000611,00009692,00026766,00000034,00001303,00001712,00000190,00000457,00000000,00002910,00003135,00000401,00000152,00000000,00000307,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00081250,00002259,00000142,00000599,00000495,00018500,00048368,00000039,00003388,00003168,00000369,00001100,00000000,00002105,00007465,00000861,00000361,00000000,00000549,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00067922,00002152,00000057,00000393,00000742,00010038,00027281,00000023,00002201,00001742,00000258,00001588,00000000,00002211,00002499,00000802,00000157,00000000,00000488,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00018017,00000648,00000048,00000156,00000044,00003961,00011113,00000006,00000464,00000689,00000083,00000300,00000000,00000147,00000664,00000157,00000069,00000000,00000107,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00081388,00003811,00000144,00000811,00000495,00012778,00046908,00000048,00001362,00002043,00000222,00001535,00000000,00001796,00002741,00000892,00000276,00000000,00000580,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00093292,00005969,00000584,00002726,00000017,00041866,00111298,00000145,00001942,00004223,00000086,00000537,00000000,00000106,00006356,00000264,00000148,00000000,00000307,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00032162,00001598,00000214,00000858,00000007,00012997,00027304,00000068,00000724,00002129,00000094,00000413,00000000,00000050,00004013,00000105,00000028,00000000,00000064,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00203763,00007096,00000389,00001465,00000543,00042059,00100111,00000084,00011062,00006441,00000601,00002872,00000000,00001336,00006310,00001399,00000545,00000000,00001062,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00091148,00003261,00000234,00000953,00000089,00022156,00065685,00000076,00003335,00004051,00000356,00001544,00000000,00000239,00004495,00000597,00000366,00000000,00000449,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00237968,00009048,00000672,00002431,00000544,00067240,00149851,00000163,00012620,00011254,00001450,00002435,00000000,00001578,00011682,00001057,00000532,00000000,00001115,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00155563,00005287,00000499,00001488,00000436,00031459,00086921,00000104,00003679,00004847,00000346,00001991,00000000,00001221,00005364,00000983,00000483,00000000,00000734,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00043662,00001260,00000184,00000537,00000192,00019317,00022221,00000026,00001229,00003086,00000039,00000132,00000000,00000669,00003083,00000096,00000049,00000000,00006021,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00061447,00001528,00000400,00001137,00000014,00035550,00036029,00000081,00001579,00006254,00000108,00000260,00000000,00000050,00008385,00000080,00000067,00000000,00000208,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00051632,00001412,00000057,00000419,00000972,00007218,00032252,00000025,00001216,00001579,00000143,00001053,00000000,00005345,00003250,00000642,00000242,00000000,00000241,00000000,00000000,00000000,                                                                                                                                        
