     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,10/30/2010-11/05/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00052241,00001756,00000204,00000779,00000484,00015135,00036405,00000036,00002836,00001961,00000562,00000985,00000000,00001170,00005140,00000551,00000150,00000000,00000316,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00016958,00000494,00000034,00000181,00000028,00003897,00012836,00000025,00000323,00000648,00000083,00000392,00000000,00000116,00003175,00000122,00000063,00000000,00000106,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003471,00000113,00000012,00000041,00000000,00001587,00001448,00000003,00000015,00000176,00000004,00000008,00000000,00000013,00000159,00000018,00000005,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008295,00000236,00000011,00000141,00000001,00003139,00004862,00000002,00000036,00000270,00000006,00000039,00000000,00000006,00000482,00000019,00000001,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009615,00000457,00000031,00000173,00000005,00003231,00005992,00000001,00000052,00000397,00000012,00000062,00000000,00000002,00000367,00000009,00000029,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009347,00000363,00000050,00000155,00000001,00004455,00006289,00000010,00000124,00000494,00000006,00000089,00000000,00000013,00000619,00000027,00000014,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006539,00000229,00000050,00000065,00000007,00002598,00003824,00000007,00000042,00000228,00000004,00000042,00000000,00000002,00000293,00000005,00000005,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006166,00000208,00000035,00000049,00000005,00002311,00003118,00000001,00000050,00000195,00000001,00000057,00000000,00000006,00000242,00000007,00000009,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005407,00000175,00000025,00000081,00000012,00002334,00003148,00000007,00000042,00000278,00000002,00000019,00000000,00000003,00000244,00000017,00000006,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00068612,00002982,00000299,00001058,00000144,00024453,00053061,00000046,00002243,00003253,00000200,00000557,00000000,00000239,00003053,00000414,00000294,00000000,00000699,00000000,00000000,00000000,                                                                                                                                        
