     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,05/14/2011-05/20/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00068611,00002070,00000293,00000878,00000374,00023636,00038792,00000000,00000000,00000000,00000500,00000962,00000000,00001076,00002460,00000763,00000192,00000000,00000638,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00021092,00000578,00000051,00000194,00000038,00005962,00014488,00000000,00000000,00000000,00000081,00000319,00000000,00000098,00000707,00000164,00000100,00000000,00000187,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003523,00000105,00000017,00000044,00000000,00001910,00001399,00000000,00000000,00000000,00000001,00000010,00000000,00000011,00000097,00000017,00000010,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008893,00000304,00000025,00000121,00000001,00003386,00004505,00000000,00000000,00000000,00000005,00000064,00000000,00000001,00000233,00000040,00000018,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009765,00000397,00000028,00000161,00000004,00003395,00005655,00000000,00000000,00000000,00000010,00000056,00000000,00000002,00000197,00000021,00000024,00000000,00000031,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009866,00000421,00000041,00000136,00000004,00004827,00006220,00000000,00000000,00000000,00000004,00000108,00000000,00000007,00000216,00000035,00000037,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006769,00000235,00000030,00000079,00000003,00002790,00003575,00000000,00000000,00000000,00000001,00000055,00000000,00000007,00000125,00000014,00000004,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006582,00000207,00000031,00000054,00000005,00002432,00002844,00000000,00000000,00000000,00000003,00000045,00000000,00000004,00000144,00000024,00000019,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005590,00000187,00000040,00000072,00000006,00002610,00002533,00000000,00000000,00000000,00000005,00000016,00000000,00000000,00000100,00000032,00000016,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00093533,00003624,00000389,00001103,00000130,00035797,00056853,00000000,00000000,00000000,00000261,00000552,00000000,00000241,00002150,00000743,00000404,00000000,00001222,00000000,00000000,00000000,                                                                                                                                        
