     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,04/02/2011-04/08/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00064571,00002030,00000288,00000812,00000475,00021510,00038585,00000000,00000000,00000000,00000506,00000985,00000000,00001125,00002403,00000648,00000173,00000000,00000544,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00020438,00000621,00000049,00000180,00000037,00005368,00015191,00000000,00000000,00000000,00000079,00000352,00000000,00000101,00000712,00000185,00000084,00000000,00000124,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003070,00000081,00000016,00000025,00000000,00001474,00001273,00000000,00000000,00000000,00000000,00000010,00000000,00000011,00000089,00000017,00000003,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00007368,00000222,00000012,00000122,00000000,00002806,00003886,00000000,00000000,00000000,00000006,00000042,00000000,00000001,00000199,00000025,00000011,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00008349,00000353,00000027,00000126,00000005,00002729,00004921,00000000,00000000,00000000,00000001,00000035,00000000,00000004,00000152,00000015,00000016,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00008305,00000345,00000036,00000110,00000001,00004041,00005381,00000000,00000000,00000000,00000009,00000092,00000000,00000004,00000173,00000029,00000042,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006077,00000200,00000042,00000049,00000002,00002188,00003049,00000000,00000000,00000000,00000000,00000054,00000000,00000014,00000108,00000010,00000003,00000000,00000001,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00005585,00000176,00000032,00000053,00000006,00001962,00002526,00000000,00000000,00000000,00000004,00000047,00000000,00000005,00000107,00000017,00000012,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00004528,00000181,00000030,00000048,00000004,00002221,00002272,00000000,00000000,00000000,00000002,00000013,00000000,00000000,00000077,00000021,00000010,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00084779,00003604,00000400,00001085,00000152,00032805,00056161,00000000,00000000,00000001,00000215,00000524,00000000,00000254,00002067,00000598,00000341,00000000,00000982,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00235352,00008090,00000491,00001738,00000117,00030602,00080044,00000000,00000000,00000000,00000177,00002388,00000000,00000160,00002585,00002364,00000537,00000000,00000828,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00204251,00007074,00000544,00001612,00005711,00032805,00082108,00000000,00000001,00000000,00000645,00002040,00000000,00009920,00002775,00002511,00000670,00000000,00001295,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00050755,00001962,00000171,00000669,00001504,00011697,00036279,00000000,00000000,00000000,00000262,00000510,00000000,00003730,00000991,00000558,00000282,00000000,00000340,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00082417,00002504,00000180,00000611,00001099,00018058,00057552,00000000,00000000,00000000,00000430,00001355,00000000,00002743,00002589,00001125,00000445,00000000,00000445,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00071691,00002066,00000079,00000337,00001586,00010239,00031374,00000000,00000000,00000000,00000286,00001885,00000000,00002637,00002328,00001142,00000278,00000000,00000457,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00021767,00000864,00000055,00000168,00000095,00005229,00015979,00000000,00000000,00000000,00000095,00000431,00000000,00000185,00000591,00000286,00000122,00000000,00000170,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00093073,00004521,00000209,00000864,00001146,00015306,00058488,00000000,00000000,00000000,00000271,00001986,00000000,00002203,00002545,00001383,00000417,00000000,00000570,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00099555,00006652,00000721,00002978,00000039,00049322,00123170,00000000,00000000,00000000,00000111,00000576,00000000,00000131,00004297,00000396,00000286,00000000,00000283,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00034675,00001728,00000234,00001001,00000009,00016250,00034527,00000000,00000000,00000000,00000074,00000473,00000000,00000042,00002275,00000180,00000083,00000000,00000079,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00158495,00006379,00000390,00001467,00000908,00037780,00110300,00000000,00000000,00000000,00000624,00003248,00000000,00001387,00005174,00001653,00000679,00000000,00000737,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00091774,00003908,00000260,00000921,00000099,00024163,00081036,00000000,00000000,00000000,00000404,00002102,00000000,00000262,00004528,00000851,00000430,00000000,00000427,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00186480,00008390,00000639,00002089,00000846,00059071,00139131,00000000,00000000,00000000,00001834,00002375,00000000,00001577,00006020,00001234,00000735,00000000,00000990,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00160087,00005447,00000411,00001323,00000793,00030969,00094478,00000000,00000000,00000000,00000375,00002374,00000000,00001326,00003209,00001448,00000707,00000000,00000729,00000000,00000000,00000000,                                                                                                                                        
