     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/31/2010-08/06/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00072517,00001980,00000264,00000907,00000414,00021913,00039325,00000039,00009028,00003497,00000538,00001088,00000000,00001128,00005544,00000522,00000111,00000000,00000437,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00018056,00000520,00000032,00000179,00000037,00003983,00012275,00000014,00000486,00000829,00000047,00000418,00000000,00000092,00003940,00000092,00000057,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003591,00000095,00000004,00000057,00000002,00001439,00001354,00000001,00000030,00000168,00000001,00000013,00000000,00000006,00000165,00000009,00000002,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008380,00000237,00000020,00000114,00000000,00003077,00004473,00000001,00000068,00000273,00000004,00000049,00000000,00000006,00000430,00000023,00000002,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009412,00000421,00000017,00000128,00000000,00003088,00005630,00000001,00000068,00000374,00000003,00000051,00000000,00000008,00000368,00000005,00000022,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009202,00000340,00000034,00000113,00000001,00004079,00005492,00000004,00000117,00000441,00000009,00000079,00000000,00000008,00000597,00000013,00000012,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006638,00000204,00000059,00000063,00000006,00002402,00003462,00000006,00000044,00000251,00000004,00000062,00000000,00000008,00000324,00000000,00000007,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00005955,00000170,00000037,00000053,00000005,00002093,00002630,00000003,00000067,00000214,00000008,00000042,00000000,00000012,00000247,00000008,00000005,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005115,00000184,00000024,00000064,00000006,00002133,00002432,00000007,00000062,00000231,00000002,00000025,00000000,00000001,00000255,00000017,00000010,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00069798,00002446,00000297,00000921,00000150,00024423,00046287,00000046,00003822,00003907,00000206,00000515,00000000,00000233,00002837,00000318,00000218,00000000,00000586,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00216733,00007521,00000494,00001743,00000092,00028971,00077819,00000084,00005108,00004319,00000221,00002391,00000000,00000169,00005726,00001518,00000335,00000000,00000891,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00192781,00006136,00000491,00001514,00004651,00029177,00078636,00000055,00004854,00004874,00000611,00002152,00000000,00010281,00006748,00001489,00000391,00000000,00001141,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00045591,00001625,00000187,00000565,00001089,00010336,00032854,00000024,00001204,00002271,00000265,00000525,00000000,00003640,00003439,00000331,00000146,00000000,00000286,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00091409,00002380,00000168,00000601,00000867,00020225,00062192,00000040,00004136,00003933,00000547,00001347,00000000,00002808,00008254,00000878,00000361,00000000,00000540,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00063229,00001852,00000048,00000313,00001360,00009333,00029981,00000020,00001756,00001851,00000297,00001868,00000000,00002793,00002419,00000751,00000133,00000000,00000330,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00018478,00000734,00000047,00000137,00000051,00004640,00013817,00000013,00000454,00000866,00000092,00000387,00000000,00000164,00000743,00000153,00000076,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00083897,00003516,00000134,00000843,00000912,00014087,00057071,00000041,00001294,00002528,00000288,00001980,00000000,00002210,00003028,00000855,00000296,00000000,00000499,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00093417,00006120,00000691,00002786,00000020,00044728,00118609,00000119,00002181,00004078,00000097,00000548,00000001,00000132,00006546,00000216,00000142,00000000,00000279,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00032200,00001607,00000215,00000902,00000014,00014431,00032139,00000049,00000795,00002067,00000066,00000466,00000000,00000039,00004383,00000097,00000020,00000000,00000073,00000000,00000000,00000000,                                                                                                                                        
