     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,11/06/2010-11/12/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00054237,00001802,00000232,00000788,00000476,00015852,00036093,00000040,00003472,00002066,00000591,00000966,00000000,00001163,00005062,00000547,00000171,00000000,00000361,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00016757,00000517,00000032,00000170,00000033,00003728,00012163,00000011,00000312,00000685,00000078,00000360,00000000,00000095,00003340,00000090,00000075,00000000,00000102,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003451,00000096,00000010,00000048,00000000,00001704,00001469,00000003,00000017,00000179,00000001,00000008,00000000,00000014,00000196,00000014,00000004,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008229,00000256,00000013,00000148,00000000,00003225,00004787,00000002,00000050,00000257,00000007,00000042,00000000,00000007,00000465,00000019,00000002,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009458,00000415,00000023,00000156,00000006,00003282,00006006,00000002,00000062,00000430,00000013,00000046,00000000,00000003,00000377,00000015,00000026,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009317,00000381,00000048,00000144,00000001,00004563,00006181,00000007,00000111,00000522,00000009,00000101,00000000,00000014,00000595,00000020,00000019,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006540,00000224,00000050,00000064,00000002,00002589,00003860,00000008,00000032,00000206,00000005,00000055,00000000,00000001,00000301,00000004,00000003,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006396,00000198,00000034,00000053,00000004,00002319,00003019,00000000,00000038,00000227,00000000,00000052,00000000,00000009,00000257,00000006,00000005,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005258,00000187,00000016,00000088,00000008,00002333,00003106,00000010,00000045,00000292,00000002,00000020,00000000,00000002,00000241,00000017,00000010,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00068825,00003064,00000300,00000989,00000170,00023422,00053138,00000046,00002532,00003414,00000191,00000608,00000000,00000277,00003087,00000448,00000298,00000000,00000694,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00218808,00007911,00000465,00001668,00000111,00027463,00083977,00000112,00003288,00003538,00000239,00002637,00000001,00000187,00005722,00001872,00000431,00000000,00000846,00000000,00000000,00000000,                                                                                                                                        
