     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/30/2011-08/05/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00090936,00002412,00000334,00000993,00000450,00030178,00041989,00000000,00000000,00000000,00000521,00000954,00000000,00000959,00002470,00000763,00000226,00000000,00000786,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00019059,00000542,00000034,00000162,00000038,00005027,00013327,00000000,00000000,00000000,00000059,00000256,00000001,00000077,00000599,00000128,00000087,00000000,00000104,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003774,00000112,00000022,00000026,00000000,00001753,00001258,00000000,00000000,00000000,00000000,00000015,00000000,00000011,00000089,00000013,00000007,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00009344,00000300,00000041,00000136,00000000,00003475,00004242,00000000,00000000,00000000,00000003,00000060,00000000,00000000,00000224,00000035,00000007,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00010608,00000424,00000039,00000158,00000003,00003572,00005477,00000000,00000000,00000000,00000009,00000049,00000000,00000002,00000171,00000017,00000034,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00010494,00000422,00000074,00000139,00000000,00004945,00005971,00000000,00000000,00000000,00000005,00000082,00000000,00000013,00000226,00000039,00000023,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00007619,00000254,00000047,00000054,00000000,00002966,00003145,00000000,00000000,00000000,00000002,00000064,00000000,00000004,00000120,00000015,00000012,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006584,00000221,00000035,00000049,00000002,00002620,00002562,00000000,00000000,00000000,00000004,00000045,00000000,00000008,00000134,00000027,00000010,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005884,00000193,00000030,00000069,00000006,00002587,00002438,00000000,00000000,00000000,00000002,00000019,00000000,00000005,00000107,00000035,00000012,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00103046,00003005,00000344,00000976,00000150,00040292,00052443,00000000,00000000,00000000,00000218,00000503,00000000,00000205,00002134,00000707,00000381,00000000,00001182,00000000,00000000,00000000,                                                                                                                                        
