     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,01/29/2011-02/04/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00052134,00001536,00000185,00000638,00000397,00014391,00033772,00000000,00000000,00000000,00000475,00000820,00000000,00001044,00003485,00000561,00000146,00000000,00000227,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00017842,00000537,00000032,00000181,00000022,00003775,00012774,00000000,00000000,00000000,00000061,00000296,00000000,00000091,00001594,00000128,00000061,00000000,00000059,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003957,00000093,00000015,00000034,00000002,00001749,00001484,00000000,00000000,00000000,00000003,00000016,00000000,00000016,00000157,00000015,00000006,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00010045,00000296,00000014,00000157,00000004,00003301,00004445,00000000,00000000,00000000,00000006,00000051,00000000,00000001,00000361,00000030,00000009,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00011150,00000430,00000023,00000147,00000000,00003252,00005967,00000000,00000000,00000000,00000004,00000038,00000000,00000002,00000323,00000018,00000023,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00010915,00000361,00000041,00000126,00000002,00004703,00006154,00000000,00000000,00000000,00000015,00000081,00000000,00000010,00000451,00000038,00000035,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00007753,00000216,00000060,00000051,00000006,00002606,00003655,00000000,00000000,00000000,00000003,00000072,00000000,00000005,00000196,00000019,00000005,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00007519,00000234,00000027,00000056,00000004,00002526,00003173,00000000,00000000,00000000,00000004,00000019,00000000,00000006,00000230,00000006,00000015,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00006088,00000182,00000032,00000082,00000002,00002459,00002826,00000000,00000000,00000000,00000003,00000020,00000000,00000001,00000156,00000026,00000018,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00070046,00002841,00000288,00000939,00000128,00022564,00050919,00000000,00000000,00000000,00000199,00000475,00000000,00000230,00002429,00000538,00000330,00000000,00000406,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00236542,00006866,00000476,00001577,00000127,00026622,00078203,00000000,00000000,00000000,00000204,00002253,00000000,00000195,00003934,00002171,00000505,00000000,00000674,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00198941,00005914,00000424,00001454,00005032,00029430,00076564,00000000,00000000,00000000,00000612,00001824,00000000,00010196,00004559,00002133,00000555,00000000,00000888,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00051316,00001807,00000131,00000605,00001183,00010921,00035520,00000000,00000000,00000000,00000248,00000525,00000000,00003496,00001954,00000483,00000238,00000000,00000262,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00083122,00002169,00000195,00000587,00000840,00016448,00056748,00000000,00000000,00000000,00000388,00001051,00000000,00002568,00004595,00000997,00000447,00000000,00000332,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00070211,00002019,00000071,00000347,00001425,00007964,00030550,00000000,00000000,00000000,00000268,00001713,00000000,00002775,00002400,00001021,00000242,00000000,00000267,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00020201,00000826,00000046,00000145,00000100,00004275,00014558,00000000,00000000,00000000,00000100,00000368,00000000,00000221,00000674,00000225,00000115,00000000,00000105,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00092048,00004037,00000170,00000830,00000906,00013534,00056290,00000000,00000000,00000000,00000279,00001788,00000000,00002189,00002753,00001241,00000402,00000000,00000377,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00094693,00005575,00000562,00002659,00000032,00043165,00113099,00000000,00000000,00000000,00000121,00000502,00000000,00000105,00005423,00000351,00000206,00000000,00000247,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00032867,00001470,00000190,00000870,00000007,00014756,00031958,00000000,00000000,00000000,00000070,00000447,00000000,00000051,00003207,00000139,00000052,00000000,00000066,00000000,00000000,00000000,                                                                                                                                        
