     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,09/18/2010-09/24/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00056864,00001934,00000223,00000783,00000326,00018177,00037092,00000048,00004848,00002485,00000559,00001029,00000000,00001229,00005550,00000516,00000128,00000000,00000379,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00017955,00000541,00000042,00000170,00000034,00004008,00012374,00000011,00000430,00000812,00000081,00000345,00000000,00000089,00004049,00000107,00000055,00000000,00000110,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003754,00000130,00000003,00000059,00000000,00001658,00001490,00000001,00000034,00000220,00000000,00000008,00000000,00000013,00000172,00000017,00000000,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00008744,00000299,00000017,00000121,00000002,00003374,00004834,00000009,00000059,00000288,00000002,00000029,00000000,00000010,00000496,00000022,00000006,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00009637,00000430,00000029,00000141,00000004,00003248,00005900,00000001,00000067,00000355,00000008,00000052,00000000,00000005,00000350,00000012,00000020,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00009783,00000356,00000051,00000151,00000000,00004728,00006403,00000007,00000101,00000559,00000008,00000084,00000000,00000010,00000648,00000019,00000011,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006838,00000236,00000044,00000062,00000000,00002610,00003790,00000005,00000057,00000247,00000002,00000046,00000000,00000007,00000332,00000000,00000009,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006509,00000205,00000029,00000056,00000005,00002373,00002934,00000007,00000061,00000249,00000004,00000061,00000000,00000013,00000260,00000009,00000001,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005390,00000188,00000021,00000073,00000004,00002253,00003012,00000007,00000049,00000264,00000000,00000024,00000000,00000005,00000258,00000012,00000014,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00066252,00002642,00000302,00000998,00000120,00024303,00049354,00000053,00002827,00003472,00000244,00000560,00000000,00000248,00002960,00000404,00000242,00000000,00000705,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00215767,00007706,00000392,00001556,00000081,00029377,00079352,00000121,00003797,00003680,00000278,00002407,00000000,00000167,00005799,00001739,00000366,00000000,00001049,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00201588,00006773,00000534,00001546,00004208,00032945,00083130,00000071,00003939,00004747,00000744,00002124,00000000,00010792,00007123,00001853,00000553,00000000,00001200,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00045751,00001577,00000177,00000559,00000985,00010594,00033614,00000025,00000989,00001779,00000258,00000528,00000000,00003810,00003697,00000414,00000178,00000000,00000334,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00091592,00002646,00000173,00000654,00000768,00019903,00063258,00000049,00002960,00003228,00000582,00001464,00000000,00002968,00008576,00001045,00000413,00000000,00000542,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00067426,00002097,00000050,00000347,00001129,00008855,00032122,00000025,00001269,00001305,00000333,00001896,00000000,00002941,00002498,00000818,00000171,00000000,00000476,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00020630,00000953,00000046,00000184,00000062,00004516,00015356,00000011,00000381,00000696,00000155,00000477,00000000,00000198,00000789,00000224,00000091,00000000,00000137,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00092178,00004398,00000168,00000887,00000762,00014029,00060718,00000042,00001084,00002166,00000326,00002151,00000000,00002442,00003379,00001126,00000356,00000000,00000603,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00093050,00006522,00000655,00002997,00000023,00044415,00124085,00000114,00002046,00003938,00000099,00000597,00000000,00000132,00006820,00000272,00000167,00000000,00000317,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00032724,00001741,00000213,00000984,00000007,00014917,00035222,00000060,00000641,00002212,00000102,00000470,00000000,00000045,00004799,00000113,00000028,00000000,00000043,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00138885,00005313,00000327,00001307,00000701,00032431,00104567,00000054,00003795,00004450,00000712,00003209,00000000,00001540,00005649,00001124,00000512,00000000,00000753,00000000,00000000,00000000,                                                                                                                                        
