     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/25/2011-07/01/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00085529,00002455,00000294,00000827,00000279,00024787,00041603,00000000,00000000,00000000,00000496,00000979,00000000,00001008,00002389,00000776,00000223,00000000,00000746,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00020079,00000595,00000054,00000182,00000030,00004763,00014022,00000000,00000000,00000000,00000066,00000293,00000000,00000098,00000614,00000166,00000113,00000000,00000125,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003994,00000119,00000014,00000034,00000002,00001764,00001234,00000000,00000000,00000000,00000000,00000020,00000000,00000012,00000109,00000010,00000007,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00009713,00000311,00000027,00000116,00000002,00003576,00004234,00000000,00000000,00000000,00000002,00000068,00000000,00000000,00000216,00000037,00000019,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00010622,00000433,00000024,00000166,00000003,00003706,00005517,00000000,00000000,00000000,00000011,00000057,00000000,00000002,00000178,00000025,00000024,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00011023,00000456,00000064,00000158,00000002,00005105,00006095,00000000,00000000,00000000,00000006,00000094,00000000,00000009,00000214,00000034,00000029,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00007654,00000247,00000040,00000056,00000000,00002718,00003416,00000000,00000000,00000000,00000003,00000049,00000000,00000011,00000122,00000018,00000014,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006972,00000230,00000030,00000059,00000001,00002432,00002693,00000000,00000000,00000000,00000002,00000040,00000000,00000003,00000137,00000021,00000016,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00006057,00000239,00000050,00000057,00000003,00002582,00002642,00000000,00000000,00000000,00000001,00000014,00000000,00000004,00000101,00000029,00000016,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00105359,00003361,00000393,00001119,00000108,00036906,00055923,00000000,00000000,00000000,00000252,00000539,00000000,00000216,00002068,00000678,00000389,00000000,00001294,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00228853,00007899,00000551,00001615,00000084,00030399,00071998,00000000,00000000,00000000,00000177,00001835,00000000,00000162,00002504,00002237,00000540,00000000,00001057,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00217893,00006998,00000557,00001543,00003003,00033671,00079523,00000000,00000001,00000000,00000576,00001648,00000000,00008675,00002911,00002589,00000656,00000000,00001382,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00054516,00001883,00000214,00000747,00000677,00012458,00034538,00000000,00000000,00000000,00000225,00000428,00000000,00003056,00000915,00000541,00000261,00000000,00000377,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00097940,00002628,00000207,00000627,00000608,00021616,00060798,00000000,00000000,00000000,00000416,00001143,00000000,00002506,00002553,00001202,00000504,00000000,00000542,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00070430,00001931,00000088,00000336,00000760,00010312,00029664,00000000,00000000,00000000,00000230,00001517,00000000,00002310,00002151,00001160,00000278,00000000,00000467,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00020233,00000765,00000053,00000183,00000054,00004960,00013723,00000000,00000000,00000000,00000077,00000331,00000000,00000165,00000612,00000266,00000110,00000000,00000139,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00099880,00004183,00000269,00000850,00000618,00016743,00059081,00000000,00000000,00000000,00000269,00001684,00000000,00002018,00002536,00001473,00000483,00000000,00000684,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00106788,00006679,00000833,00003003,00000026,00049739,00117383,00000000,00000000,00000000,00000096,00000476,00000000,00000093,00004281,00000430,00000318,00000000,00000449,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00036740,00001796,00000227,00000991,00000003,00016139,00031496,00000000,00000000,00000000,00000085,00000407,00000000,00000051,00002242,00000213,00000073,00000000,00000144,00000000,00000000,00000000,                                                                                                                                        
