     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,04/09/2011-04/15/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00063548,00001962,00000283,00000796,00000475,00022882,00037543,00000000,00000000,00000000,00000499,00000974,00000000,00001102,00002450,00000663,00000192,00000000,00000546,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00018451,00000522,00000046,00000188,00000043,00004845,00014097,00000000,00000000,00000000,00000066,00000339,00000000,00000098,00000705,00000162,00000091,00000000,00000095,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003056,00000075,00000018,00000028,00000000,00001504,00001283,00000000,00000000,00000000,00000000,00000015,00000000,00000012,00000099,00000013,00000005,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00007486,00000208,00000010,00000126,00000000,00002769,00003811,00000000,00000000,00000000,00000007,00000040,00000000,00000000,00000206,00000024,00000010,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00008421,00000325,00000026,00000110,00000004,00002768,00004855,00000000,00000000,00000000,00000002,00000036,00000000,00000003,00000148,00000016,00000016,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00008349,00000310,00000034,00000098,00000004,00003949,00005258,00000000,00000000,00000000,00000006,00000100,00000000,00000003,00000178,00000031,00000032,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00006134,00000213,00000022,00000055,00000000,00002028,00002998,00000000,00000000,00000000,00000001,00000049,00000000,00000011,00000108,00000014,00000004,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00005626,00000196,00000038,00000049,00000004,00001916,00002445,00000000,00000000,00000000,00000005,00000042,00000000,00000006,00000115,00000021,00000013,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00004752,00000169,00000025,00000057,00000008,00002194,00002206,00000000,00000000,00000000,00000004,00000012,00000000,00000000,00000081,00000036,00000008,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00086189,00003472,00000393,00001091,00000164,00032522,00056066,00000000,00000000,00000000,00000236,00000560,00000000,00000248,00002051,00000617,00000352,00000000,00000971,00000000,00000000,00000000,                                                                                                                                        
R011,42ND STREET & 8TH AVENUE      ,00234356,00008114,00000498,00001638,00000130,00030481,00078795,00000000,00000000,00000000,00000217,00002341,00000000,00000182,00002761,00002340,00000534,00000000,00000857,00000001,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00210781,00007374,00000538,00001632,00005889,00034044,00082639,00000000,00000000,00000000,00000620,00002012,00000001,00010010,00002919,00002595,00000639,00000000,00001209,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00048074,00001732,00000190,00000590,00001466,00011650,00034517,00000000,00000000,00000000,00000278,00000511,00000000,00003407,00000983,00000533,00000269,00000000,00000329,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00091250,00002607,00000181,00000652,00001062,00020811,00061355,00000000,00000000,00000000,00000431,00001387,00000000,00002717,00002765,00001206,00000487,00000000,00000531,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00072470,00002215,00000064,00000325,00001518,00010700,00031703,00000000,00000000,00000000,00000295,00001758,00000000,00002681,00002363,00001187,00000277,00000000,00000477,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00020526,00000913,00000063,00000164,00000098,00005241,00015319,00000000,00000000,00000000,00000105,00000378,00000000,00000191,00000623,00000282,00000128,00000000,00000134,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00094731,00004612,00000224,00000945,00001115,00016436,00059679,00000000,00000000,00000000,00000302,00001908,00000000,00002144,00002677,00001368,00000420,00000000,00000622,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00099850,00006831,00000754,00002981,00000032,00049089,00121483,00000000,00000000,00000000,00000112,00000567,00000000,00000120,00004274,00000384,00000310,00000000,00000334,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00035063,00001800,00000229,00000962,00000014,00016448,00034359,00000000,00000000,00000000,00000080,00000424,00000001,00000055,00002298,00000181,00000063,00000000,00000104,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00156440,00006314,00000379,00001342,00000915,00038514,00108212,00000000,00000000,00000000,00000547,00003263,00000000,00001423,00005074,00001617,00000691,00000000,00000770,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00093186,00003801,00000233,00000936,00000113,00024659,00080828,00000000,00000000,00000000,00000381,00001948,00000000,00000247,00004495,00000924,00000451,00000000,00000476,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00183770,00007974,00000649,00002054,00000914,00060759,00136949,00000000,00000001,00000000,00001795,00002265,00000000,00001591,00005975,00001236,00000702,00000000,00000948,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00155649,00005243,00000453,00001366,00000816,00031340,00092699,00000000,00000000,00000000,00000324,00002149,00000000,00001328,00003269,00001428,00000671,00000000,00000641,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00046498,00001591,00000240,00000635,00000391,00023288,00025579,00000000,00000000,00000000,00000053,00000162,00000000,00000743,00001368,00000172,00000067,00000000,00006424,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00067623,00001625,00000481,00001271,00000025,00044154,00049595,00000000,00000000,00000000,00000084,00000335,00000001,00000039,00003376,00000148,00000109,00000000,00000256,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00066290,00002004,00000103,00000552,00002522,00010119,00046893,00000000,00000000,00000000,00000284,00001281,00000000,00006391,00002280,00001010,00000354,00000000,00000334,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00050843,00002368,00000154,00000655,00000534,00013918,00044956,00000000,00000000,00000000,00000157,00000692,00000000,00001525,00002382,00000502,00000388,00000000,00000291,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00151943,00005132,00000369,00001343,00001633,00030395,00091908,00000000,00000000,00000000,00001361,00001809,00000000,00003400,00002727,00001522,00000759,00000000,00000875,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00057047,00002203,00000169,00000627,00000940,00016552,00046623,00000000,00000000,00000000,00000216,00000654,00000000,00002133,00001378,00000585,00000300,00000000,00000247,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00107779,00004731,00000322,00000911,00002808,00023028,00045703,00000000,00000000,00000000,00000346,00001143,00000000,00005951,00002666,00001445,00000373,00000000,00000386,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00085943,00003137,00000207,00000825,00000186,00020659,00073248,00000000,00000000,00000000,00000391,00001404,00000000,00000247,00003106,00000894,00000469,00000000,00000269,00000000,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00186511,00006008,00000478,00001607,00000748,00071249,00102017,00000000,00000002,00000000,00000699,00001517,00000000,00001130,00004791,00001403,00000581,00000000,00001488,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00016790,00001137,00000098,00000298,00000023,00007779,00015504,00000000,00000000,00000000,00000030,00000078,00000000,00000033,00000622,00000145,00000056,00000000,00000151,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00061885,00003519,00000316,00000914,00000123,00023819,00050891,00000000,00000000,00000000,00000106,00000224,00000000,00000327,00001767,00000541,00000337,00000000,00000243,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00011149,00000682,00000064,00000194,00000003,00005901,00006785,00000000,00000000,00000000,00000006,00000044,00000000,00000003,00000448,00000004,00000024,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00008220,00000447,00000088,00000211,00000008,00007430,00007327,00000000,00000000,00000000,00000008,00000033,00000000,00000011,00000405,00000018,00000021,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00003832,00000232,00000027,00000080,00000001,00001367,00002594,00000000,00000000,00000000,00000002,00000017,00000000,00000004,00000096,00000017,00000032,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00009959,00000471,00000053,00000143,00000050,00004902,00006965,00000000,00000000,00000000,00000013,00000031,00000000,00000084,00000501,00000082,00000019,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00013905,00001040,00000112,00000331,00000005,00006958,00011851,00000000,00000000,00000000,00000045,00000091,00000000,00000018,00000529,00000078,00000031,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00047499,00002218,00000188,00000515,00000701,00015055,00034937,00000000,00000000,00000000,00002014,00000786,00000000,00002259,00002094,00000494,00000183,00000000,00000236,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00009984,00000292,00000028,00000112,00000125,00005724,00005324,00000000,00000000,00000000,00000130,00000127,00000000,00000311,00000282,00000102,00000026,00000000,00000151,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00056919,00002312,00000116,00000404,00000939,00011553,00045478,00000000,00000000,00000000,00000877,00001031,00000000,00002976,00001555,00000763,00000353,00000000,00000295,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00093791,00004578,00000300,00001226,00000601,00026370,00071362,00000000,00000000,00000000,00000642,00000907,00000000,00001615,00002056,00000909,00000634,00000000,00000534,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00080170,00003095,00000112,00000399,00002564,00009132,00029843,00000000,00000000,00000000,00000243,00001033,00000000,00004523,00001214,00001364,00000274,00000000,00000232,00000000,00000000,00000000,                                                                                                                                        
R046,42ND STREET & GRAND CENTRAL   ,00214326,00007596,00000411,00001218,00003616,00041724,00107728,00000000,00000001,00000000,00000792,00002562,00000001,00008557,00004567,00002629,00000951,00000000,00001214,00000000,00000000,00000000,                                                                                                                                        
R047,42ND STREET & GRAND CENTRAL   ,00107245,00004296,00000231,00000805,00001807,00022335,00079251,00000000,00000000,00000000,00000707,00001994,00000000,00004752,00004569,00001579,00000582,00000000,00000362,00000000,00000000,00000000,                                                                                                                                        
R048,42ND STREET & 3RD AVENUE      ,00031484,00001042,00000023,00000205,00000576,00005261,00020176,00000000,00000000,00000000,00000053,00000547,00000000,00000971,00001215,00000377,00000112,00000000,00000084,00000000,00000000,00000000,                                                                                                                                        
R049,51ST STREET & LEXINGTON AVE   ,00061556,00002927,00000199,00000548,00000128,00017643,00044238,00000000,00000000,00000000,00000366,00001148,00000000,00000325,00002758,00000690,00000355,00000000,00000532,00000000,00000000,00000000,                                                                                                                                        
R050,59TH STREET & LEXINGTON AVE   ,00068038,00003430,00000221,00000747,00000368,00020393,00055967,00000000,00000000,00000000,00000366,00000998,00000000,00000804,00002431,00000779,00000288,00000000,00000365,00000000,00000000,00000000,                                                                                                                                        
R051,59TH STREET & LEXINGTON AVE   ,00085855,00004474,00000305,00000952,00000242,00029883,00075235,00000000,00000000,00000000,00000371,00001012,00000000,00000718,00003427,00000977,00000407,00000000,00000427,00000000,00000000,00000000,                                                                                                                                        
R052,WOODLAWN ROAD                 ,00013748,00000732,00000185,00000311,00000011,00008032,00008818,00000000,00000000,00000000,00000020,00000070,00000000,00000008,00000561,00000078,00000007,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R053,149TH STREET & 3RD AVENUE     ,00047261,00001682,00000439,00001026,00000006,00036494,00029071,00000000,00000000,00000000,00000050,00000176,00000000,00000044,00002532,00000063,00000033,00000000,00000137,00000000,00000000,00000000,                                                                                                                                        
R054,FIFTH AVENUE & 42ND STREET    ,00029229,00001268,00000061,00000279,00000188,00007114,00022538,00000000,00000000,00000000,00000128,00000522,00000000,00000225,00000786,00000287,00000135,00000000,00000105,00000000,00000000,00000000,                                                                                                                                        
R055,MAIN STREET                   ,00094710,00007028,00000616,00003859,00000017,00038035,00121694,00000000,00000000,00000000,00000200,00000666,00000000,00000114,00003208,00000332,00000188,00000000,00000256,00000000,00000000,00000000,                                                                                                                                        
R056,NEVINS STREET                 ,00028421,00001695,00000251,00000562,00000022,00013912,00020180,00000000,00000000,00000000,00000092,00000113,00000000,00000070,00001079,00000140,00000084,00000000,00000097,00000000,00000000,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00081553,00003620,00000406,00001188,00002799,00027430,00061854,00000000,00000000,00000000,00000216,00000610,00000000,00006019,00002525,00000650,00000394,00000000,00000378,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00010106,00000506,00000065,00000150,00000003,00003166,00011564,00000000,00000000,00000000,00000004,00000123,00000000,00000028,00000541,00000115,00000074,00000000,00000059,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00018136,00001806,00000112,00000416,00000005,00004766,00019484,00000000,00000000,00000000,00000021,00000365,00000000,00000051,00000964,00000210,00000124,00000000,00000059,00000000,00000000,00000000,                                                                                                                                        
