     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/09/2011-07/15/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R001,WHITEHALL STREET              ,00078091,00002216,00000284,00000824,00000508,00023508,00040871,00000000,00000000,00000000,00000467,00000914,00000000,00000978,00002368,00000723,00000204,00000000,00000625,00000000,00000000,00000000,                                                                                                                                        
R002,FULTON ST & BROADWAY NASSAU   ,00020076,00000524,00000053,00000153,00000032,00005197,00014249,00000000,00000000,00000000,00000059,00000312,00000000,00000088,00000566,00000138,00000127,00000000,00000155,00000000,00000000,00000000,                                                                                                                                        
R003,CYPRESS HILLS                 ,00003919,00000121,00000014,00000026,00000000,00001764,00001266,00000000,00000000,00000000,00000001,00000025,00000000,00000010,00000101,00000017,00000007,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R004,75TH STREET & ELDERTS LANE    ,00009601,00000304,00000033,00000103,00000005,00003478,00004232,00000000,00000000,00000000,00000002,00000054,00000000,00000000,00000214,00000020,00000005,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R005,85TH STREET & FOREST PKWAY    ,00010418,00000423,00000030,00000168,00000006,00003648,00005538,00000000,00000000,00000000,00000011,00000053,00000000,00000002,00000172,00000034,00000017,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R006,WOODHAVEN BOULEVARD           ,00010959,00000431,00000057,00000138,00000004,00005141,00006128,00000000,00000000,00000000,00000008,00000095,00000000,00000011,00000198,00000027,00000029,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R007,104TH STREET                  ,00007546,00000215,00000042,00000044,00000002,00002715,00003272,00000000,00000000,00000000,00000006,00000059,00000000,00000009,00000127,00000018,00000010,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R008,111TH STREET                  ,00006837,00000202,00000035,00000055,00000000,00002541,00002589,00000000,00000000,00000000,00000001,00000044,00000000,00000010,00000124,00000013,00000008,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R009,121ST STREET                  ,00005989,00000191,00000045,00000065,00000008,00002627,00002577,00000000,00000000,00000000,00000006,00000029,00000000,00000001,00000110,00000041,00000011,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R010,42ND STREET & 8TH AVENUE      ,00100199,00003171,00000368,00000987,00000176,00036718,00055210,00000000,00000001,00000000,00000190,00000531,00000000,00000230,00002026,00000621,00000375,00000000,00001205,00000000,00000000,00000000,                                                                                                                                        
